Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,tender is process for technical evaluation,Sudhir Ranjan Mallik,05-Aug-2025 02:26 PM,,BOQ Comparative Chart,1.0,3011223.0,HETAL IMPEX,INR,"53,100",Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_115170_1,MM/113/AT/ 2025-26/25,supply of Caustic Soda Flakes,DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 02:36 PM,finsummary_545240.pdf (72.91 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,05-Aug-2025 02:31 PM,techsummary_545240.pdf (72.91 KB),1.0,3011601.0,AQUASOLUTIONS,25-Jul-2025 01:24 PM,Rejected-Finance,Not L1 rate,05-Aug-2025 02:36 PM,05-Aug-2025,"INR 1,327,500",15.0,Sudhir Ranjan Mallik,05-Aug-2025 03:06 PM,HETAL.pdf (1052.00 KB),AOC,590.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",08-Jul-2025 10:00 AM,25-Jul-2025 03:00 PM,08-Jul-2025 10:00 AM,25-Jul-2025 02:00 PM,NA ,NA ,08-Jul-2025 10:00 AM,25-Jul-2025 02:00 PM,"25,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Managing Director,"D2, Sahid Nagar, BBSR",Odisha State Co. Milk Producers Federation Ltd.,MM/113/AT/ 2025-26/25,2025_OMFED_115170_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,supply of Caustic Soda Flakes,supply of Caustic Soda Flakes,Other documents as per DTCN ,NA ,"13,00,000",Miscellaneous Goods,NA ,Tender,90.0,15.0,Cuttack,752101.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3011223.0,HETAL IMPEX,25-Jul-2025 01:18 PM,Accepted-AOC,L1 BIDDER,05-Aug-2025 03:06 PM,,,,,,,AOC,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
