EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"13,500",Yes,fixed,,Nil,Nil,"Executive Engineer, CD-II","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012","7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",28-Mar-2025 03:00 PM,11-Apr-2025 11:00 AM,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,28-Mar-2025 03:00 PM ,08-Apr-2025 05:00 PM ,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MCCMCCTC_Div-II-No42/2024-25,2025_ORULB_111668_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Reconstruction of road and drain from Police Colony to Ambuja res in Ward No. 28.,Reconstruction of road and drain from Police Colony to Ambuja res in Ward No. 28.,Please refer Tender documents. ,NA ,"13,53,700",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_111668_6,MCCMCCTC_Div-II-No42/2024-25,Reconstruction of road and drain from Police Colony to Ambuja res in Ward No. 28.,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,29-Aug-2025 12:44 PM,finsummary_534645.pdf (414.13 KB),Finance,Ten bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified,Bharat Kumar Sethi,11-Apr-2025 02:25 PM,finance_534645.pdf,BOQ Comparative Chart,1.0,2879078.0,Ramesh Kumar Mahali,INR,"1,150,753",29-Aug-2025,"INR 1,150,753",60.0,Bharat Kumar Sethi,29-Aug-2025 12:50 PM,10158.pdf (370.00 KB),Work Order,1,2879068,Asima Nanda Mohanty,08-Apr-2025 03:16 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,29-Aug-2025 12:24 PM,techsummary_534645.pdf (414.13 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2878628,BINAY PRASAD MOHAPATRA,08-Apr-2025 09:52 AM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2879106,KONARK CONSTRUCTION PROP.- SAMBIT MOHANTY,08-Apr-2025 04:14 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2879057,MAHA LAXMI CONSTRUCTION,08-Apr-2025 03:33 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2878490,MANAS KUMAR BEHERA (S.C.),07-Apr-2025 09:20 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873880,PRASANA KUMAR BEHERA,31-Mar-2025 01:30 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2879078,Ramesh Kumar Mahali,08-Apr-2025 03:22 PM,Accepted-AOC,Accepted,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2878974,SHIBA SANKAR SETHI,08-Apr-2025 01:44 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2878527,SIBENDRA BEHERA,07-Apr-2025 10:24 PM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2878672,SRI. PABITRA ROUT,08-Apr-2025 10:35 AM,Rejected-AOC,Rejected,29-Aug-2025 12:51 PM,,,,,,,AOC
