S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,"3,76,241",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Financial bid opening date corrigendum.,Financial Bid Opening Date Corrigendum,,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-13 OF 2024-25,2025_CERWI_109388_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of road from Subdega to Dumkda under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,Improvement of road from Subdega to Dumkda under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,Please refer Tender documents. ,NA ,"3,76,24,050",Civil Works - Roads,NA ,Tender,90.0,270.0,Sundargarh,770020.0,NA ,NA ,NA ,O/O The CCE RW Circle Sundargarh.,No ,No,15-Jan-2025 04:00 PM,03-Feb-2025 11:00 AM,15-Jan-2025 04:00 PM,01-Feb-2025 05:00 PM,15-Jan-2025 04:00 PM ,31-Jan-2025 05:00 PM ,15-Jan-2025 04:00 PM,01-Feb-2025 05:00 PM,29-Mar-2025 05:00 PM,CCE RW Circle Sundargarh.,O/O The CCE RW Circle Sundargarh.,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GST, PAN etc",AOC,Finance,only three nos. of bidder,Haripriya Pradhan,07-Apr-2025 04:34 PM,finance_525741.pdf,BOQ Comparative Chart,A.K Sahoo,Internal,,Binata Kishan,25-Mar-2025 07:37 PM,29-Mar-2025 05:00 PM,techsummary_525741.pdf (1560.18 KB),Technical,Total five nos of bidder only.,Kishore Chandra Khatua,04-Feb-2025 04:43 PM,,A.K Sahoo,Internal,,Binata Kishan,05-Aug-2025 12:20 PM,finsummary_525741.pdf (402.84 KB),05-Aug-2025,"INR 37,624,050.48",270.0,Binata Kishan,05-Aug-2025 12:26 PM,3283.pdf (262.00 KB),CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_109388_11,RWCCESNG-13 OF 2024-25,Improvement of road from Subdega to Dumkda under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,1.0,2791013.0,SUDHIR KUMAR SAIDEO,INR,"31,984,205.31",1,2792628,Debajyoti millennium pvt ltd,01-Feb-2025 04:08 PM,Rejected-Technical,Inadequate experience in similar nature of work.,25-Mar-2025 07:37 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Turnover , Machinaries and other documents as per DTCN.",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2790985,GOURAV CONSTRUCTION,01-Feb-2025 11:57 AM,Rejected-Technical,Inadequate experience in similar nature of work.,25-Mar-2025 07:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2792489,JK CONSTRUCTION,01-Feb-2025 04:50 PM,Rejected-AOC,Unsuccessful bidder,05-Aug-2025 12:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2792577,MS SAI PRACHYA CONSTRUCTIONS,01-Feb-2025 01:06 PM,Rejected-Finance,Not Qualified,05-Aug-2025 12:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2791013,SUDHIR KUMAR SAIDEO,31-Jan-2025 01:18 PM,Accepted-AOC,Successful bidder by lottery,05-Aug-2025 12:26 PM,AOC
