Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","22,500",Yes,fixed,,Nil,Nil,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2025-26,2025_CEBMB_114100_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E., Berhampur Irr. Divn., Berhampur","S.E., Berhampur Irr. Divn., Courtpeta, Berhampur",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,03-Jun-2025 10:00 AM,13-Jun-2025 11:00 AM,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,03-Jun-2025 10:00 AM ,10-Jun-2025 05:30 PM ,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,Improvement to Sankhua Nalla at U/S of Fall near village langaladei.,Improvement to Nalla,Please refer Tender documents. ,NA ,"22,07,000",Civil Works - Others,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Divn., Berhampur",No ,No,AOC,Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,25-Jun-2025 01:26 PM,techsummary_541944.pdf (59.28 KB),Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,27-Jun-2025 01:20 PM,finsummary_541944.pdf (59.28 KB),Finance,Eleven bids downloaded Successfully.,Sucharita Panda,13-Jun-2025 03:46 PM,,BOQ Comparative Chart,1,2959724,ANKITA KUMAR JENA,11-Jun-2025 03:10 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2025_CEBMB_114100_37,e-BEID-01/2025-26,Improvement to Sankhua Nalla at U/S of Fall near village langaladei.,1.0,2961855.0,Ranjan Swain,INR,"1,876,135",15-Aug-2025,"INR 1,876,135",180.0,Nalin Kumar Patnaik,17-Aug-2025 11:20 AM,AOC_37.pdf (481.00 KB),Award to the Lottery Winner.,AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2962665,BIKASH PATRO,11-Jun-2025 09:54 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2962837,B SUBRAT PATRO,12-Jun-2025 03:39 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2962042,DEBASIS KUMAR SAHU,12-Jun-2025 04:17 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2962565,K. ANIL KUMAR DAS,11-Jun-2025 09:07 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2962804,MAA KUTHARI ASSOCIATES,12-Jun-2025 10:11 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2960595,MADAN GOUDA,12-Jun-2025 12:36 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2961855,Ranjan Swain,11-Jun-2025 04:29 PM,Accepted-AOC,Lottery Winner,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2960711,SAGARIKA SAHU,12-Jun-2025 09:29 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2959837,SANKARSANA PANDA,10-Jun-2025 06:14 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,AOC
