Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Eighteen bids downloaded successfully.,CHANDINI KUMARI BASANTY,13-Jun-2025 12:56 PM,,BOQ Comparative Chart,15-Aug-2025,"INR 3,351,425",180.0,Nalin Kumar Patnaik,15-Aug-2025 05:06 PM,AOC_71.pdf (496.00 KB),Award to the Lottery Winner.,1.0,2962140.0,Shyam Sundar Sahu,INR,"3,351,425","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2025_CEBMB_114100_71,e-BEID-01/2025-26,Improvement to D/S of Machua nalla from RD 300 m to 600m of Jayamangal Irrigation System,1,2962834,Ashok Dash,12-Jun-2025 12:51 AM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,26-Jun-2025 01:04 PM,techsummary_542002.pdf (58.45 KB),Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,30-Jun-2025 11:15 AM,finsummary_542002.pdf (58.45 KB),AOC,1.0,ICICI BANK,03-Jun-2025 10:00 AM,13-Jun-2025 11:00 AM,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,03-Jun-2025 10:00 AM ,10-Jun-2025 05:30 PM ,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2025-26,2025_CEBMB_114100_71,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E., Berhampur Irr. Divn., Berhampur","S.E., Berhampur Irr. Divn., Courtpeta, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","39,500",Yes,fixed,,Nil,Nil,Improvement to D/S of Machua nalla from RD 300 m to 600m of Jayamangal Irrigation System,Improvement to Machua nalla,Please refer Tender documents. ,NA ,"39,42,000",Civil Works - Others,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Divn., Berhampur",No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2963837,BALIA KUMAR PRADHAN,12-Jun-2025 01:56 PM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2957672,Chiranjibi Muni,09-Jun-2025 05:31 PM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2964491,M. GITANJALI,12-Jun-2025 04:32 PM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2960414,Pritam Nahak,11-Jun-2025 08:52 AM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2956356,RAPAN KUMAR NAHAK,08-Jun-2025 02:57 PM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,2955546,Rashmita Panda,08-Jun-2025 12:10 PM,Rejected-AOC,Lottery Looser,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,2962140,Shyam Sundar Sahu,11-Jun-2025 07:19 PM,Accepted-AOC,Lottery Winner,15-Aug-2025 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
