Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,SE(RandB)BLS-Divn-1-50/2024-25,2025_EICCL_110982_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Feb-2025 10:00 AM,07-Mar-2025 10:00 AM,24-Feb-2025 10:00 AM,06-Mar-2025 04:00 PM,NA ,NA ,24-Feb-2025 10:00 AM,06-Mar-2025 04:00 PM,"7,700",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,"Supply and Installation of 2nd Phase IP CCTV System With 90 Days Backup and Inbuilt Audio Camera in Soro ADJ and JMFC Court Building, Balasore.","Supply and Installation of 2nd Phase IP CCTV System With 90 Days Backup and Inbuilt Audio Camera in Soro ADJ and JMFC Court Building, Balasore.",Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,90.0,30.0,Balasore,756001.0,"Superintending Engineer, Balasore(R and B)Divisio ","At-Padhuanpada,Dist-Balasore ",24-Feb-2025 10:00 AM ,"Superintending Engineer, Balasore(R and B)Divisio",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD, GSTIN, Valid RC, Affidavit and other connected documents as per DTCN",Superintending Engineer,"At-Padhuanpada,Dist-Balasore",AOC,"SE,DAO,AEE",Internal,,Jyotiprakash Panda,15-Apr-2025 05:20 PM,finsummary_531023.pdf (301.91 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,2025_EICCL_110982_8,SE(RandB)BLS-Divn-1-50/2024-25,"Supply and Installation of 2nd Phase IP CCTV System With 90 Days Backup and Inbuilt Audio Camera in Soro ADJ and JMFC Court Building, Balasore.",1.0,2844948.0,SHREE JAGANNATH FIRM HOUSE,INR,"651,091.59",Finance,CS,ABHRANKASH PANDA,07-Mar-2025 08:17 PM,finance_531023.pdf,BOQ Comparative Chart,1,2843920,AJAY KUMAR SETHI,05-Mar-2025 06:16 PM,Rejected-Finance,Disqualified due to Non signing of digital signature in all documents,15-Apr-2025 05:20 PM,05-Aug-2025,"INR 765,900",30.0,Jyotiprakash Panda,04-Aug-2025 08:21 PM,AOC.pdf (178.00 KB),"SE,DAO,AEE",Internal,,Jyotiprakash Panda,15-Apr-2025 05:04 PM,techsummary_531023.pdf (586.30 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2846038,ANIL KUMAR SAHU,06-Mar-2025 03:26 PM,Rejected-Technical,Disqualified,15-Apr-2025 05:04 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2843719,BHABANI SANKAR PRADHAN,03-Mar-2025 06:19 PM,Rejected-Finance,Disqualified due to Non signing of digital signature in all documents,15-Apr-2025 05:20 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2845033,CHITTARANJAN SASMAL,05-Mar-2025 06:33 PM,Rejected-Technical,Disqualified,15-Apr-2025 05:04 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2843783,Debajyoti millennium pvt ltd,06-Mar-2025 02:28 PM,Rejected-Finance,Disqualified due to Non signing of digital signature in all documents,15-Apr-2025 05:20 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2841750,ECO ELECTRIC POWER SOLUTIONS,28-Feb-2025 05:23 PM,Rejected-Finance,Disqualified due to Non signing of digital signature in all documents,15-Apr-2025 05:20 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2845819,INNERVISION SYSTEMS,06-Mar-2025 01:34 PM,Rejected-Technical,Disqualified,15-Apr-2025 05:04 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2844285,KISHORE KUMAR BEHERA,05-Mar-2025 03:11 PM,Rejected-AOC,Not qualified for Lucky draw,04-Aug-2025 08:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2845565,M/S GANGA ELECTRIC,06-Mar-2025 12:27 PM,Rejected-Technical,Disqualified,15-Apr-2025 05:04 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2845710,M/S GIRISH CHANDRA PATRA,06-Mar-2025 12:56 PM,Rejected-Technical,Disqualified,15-Apr-2025 05:04 PM,,,,,,,,,,,,,AOC
