S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2575728.0,AMRES SAI CONSTRUCTION PVT. LTD.,INR,"54,542,415",Technical,Seven nos of bidders are participated and for technical evaluation.,Ambikeya Mishra,18-Jan-2025 01:18 PM,technical_508931.pdf,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2024_EICCL_105503_2,CCE R and B RGDA- 05/2024-25,"Realignment of Kuli-AP Border road from Ch. 8/985 km to 9/150 km, 15/180 km to 15/411 km, 17/450 km to 17/600 km in the District of Rayagada for the year 2024-25 under State Plan",CCE,Internal,SE DAO PA to CCE Estiamtor,Ambikeya Mishra,05-Aug-2025 06:38 PM,finsummary_508931.pdf (395.80 KB),CCE Rayagada,Internal,SE DAO PA to CCE Estimator,Ambikeya Mishra,18-Jan-2025 01:36 PM,20-Jan-2025 11:30 AM,techsummary_508931.pdf (756.36 KB),Finance,Financial bid opened,Ambikeya Mishra,05-Aug-2025 06:34 PM,finance_508931.pdf,BOQ Comparative Chart,05-Aug-2025,"INR 54,542,415",240.0,Ambikeya Mishra,05-Aug-2025 06:55 PM,WO_Realignment.pdf (454.00 KB),Work Order issued to Sri Amresh Sai Const Pvt. Ltd. vide letter No. 5825 Dt. 16.06.2025 of SE Rgda No-I Rgda,1,2575728,AMRES SAI CONSTRUCTION PVT. LTD.,18-Oct-2024 06:42 PM,Accepted-AOC,First Lowest selected through transparent lottery system,05-Aug-2025 06:55 PM,AOC,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,CCE R and B RGDA- 05/2024-25,2024_EICCL_105503_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Copy of tender paper,EMD,PAN,GSTRC,Labour license, Affidavit, Regd Certificate.",07-Oct-2024 01:00 PM,23-Oct-2024 11:00 AM,07-Oct-2024 01:00 PM,22-Oct-2024 05:00 PM,07-Oct-2024 01:00 PM ,15-Oct-2024 05:00 PM ,07-Oct-2024 01:00 PM,22-Oct-2024 05:00 PM,20-Jan-2025 11:30 AM,"Realignment of Kuli-AP Border road from Ch. 8/985 km to 9/150 km, 15/180 km to 15/411 km, 17/450 km to 17/600 km in the District of Rayagada for the year 2024-25 under State Plan",Road work,Please refer Tender documents. ,NA ,"6,41,59,998",Civil Works - Roads,NA ,Tender,90.0,240.0,Rayagada,765001.0,NA ,NA ,NA ,CCE Rayagada R and B Circle,No ,No,CCE Rayagada R and B Circle,CCE Rayagada R and B Circle PIN 765001,"10,000",0.0,Nil,Nil,No,"6,41,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2583790,KRUSHNA CHANDRA BIDIKA,22-Oct-2024 04:11 PM,Rejected-AOC,Third lowest,05-Aug-2025 06:55 PM,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Work Experience and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2589653,MANOJ KUMAR SAHU,22-Oct-2024 04:58 PM,Rejected-Technical,Disqualified as per Evaluation Sheet,18-Jan-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2587656,M/s Ambica Construction,21-Oct-2024 05:40 PM,Rejected-AOC,Fourth Lowest,05-Aug-2025 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2589845,M/S Saroj Kumar Sharma,22-Oct-2024 04:46 PM,Rejected-AOC,Second lowest,05-Aug-2025 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2575756,RAMANI RANJAN PATI,18-Oct-2024 01:09 PM,Rejected-AOC,First lowest,05-Aug-2025 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2587905,Reena Rani Lenka,22-Oct-2024 08:46 AM,Rejected-Technical,Disqualified as per Evaluation Sheet,18-Jan-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
