Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er. S R Parida SE,Internal,,Satya Ranjan Parida,12-Aug-2025 05:59 PM,techsummary_532374.pdf (698.63 KB),12-Aug-2025,"INR 3,868,055",90.0,Satya Ranjan Parida,12-Aug-2025 06:07 PM,aoc3902.pdf (1349.00 KB),1,2862659,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,20-Mar-2025 12:55 PM,Rejected-AOC,Second lowest tenderer.,12-Aug-2025 06:08 PM,Finance,The tender documents of all two bidders are under process,Amiya Kumar Mishra,21-Mar-2025 06:21 PM,,BOQ Comparative Chart,1.0,2862757.0,saraswati telesolutions,INR,"3,868,055",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,2025_EICCL_111387_2,S.E.-BNJ-RandB-39/2024-25,"Shifting and Re erection of 33KV Line ,11KV Line and 100KVA S/S from Bellaguntha to Sutumsur Due to Improvement such as widening and strengthening of BGL Road From 0/000KM to 24/900KM in the District of Ganjam under state Plan.",Er. S R Parida SE,Internal,,Satya Ranjan Parida,12-Aug-2025 06:02 PM,finsummary_532374.pdf (698.63 KB),AOC,1,ICICI BANK,06-Mar-2025 02:00 PM,21-Mar-2025 11:00 AM,06-Mar-2025 02:00 PM,20-Mar-2025 05:00 PM,06-Mar-2025 02:00 PM ,19-Mar-2025 05:00 PM ,06-Mar-2025 02:00 PM,20-Mar-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,S.E.-BNJ-RandB-39/2024-25,2025_EICCL_111387_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Shifting and Re erection of 33KV Line ,11KV Line and 100KVA S/S from Bellaguntha to Sutumsur Due to Improvement such as widening and strengthening of BGL Road From 0/000KM to 24/900KM in the District of Ganjam under state Plan.",Electrical work.,Please refer Tender documents. ,NA ,"45,50,117",Electrical Works,NA ,Tender,90.0,90.0,At Bellaguntha,761119.0,NA ,NA ,NA ,"O/o S.E, Bhanjanagar (RandB) Division, Bhanjanagar",No ,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o S.E., Bhanjanagar (RandB) Division, Bhanjanagar",1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy of Tender Cost, EMD, Contractor RC, GST, PAN, Affidavits, other document as DTCN","45,600",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,2862757,saraswati telesolutions,20-Mar-2025 01:00 PM,Accepted-AOC,Saraswati telesolutions is accepted as first lowest tenderer.,12-Aug-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC
