S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,executive officer,kendrapara municipality,Construction Pindi and beautification of periferial area for installation of Kapidhwaja Ratha statue at-Santasahi Chhak infront of Hanuman temple in ward No-06,Construction Pindi and beautification of periferial area for installation of Kapidhwaja Ratha statue at-Santasahi Chhak infront of Hanuman temple in ward No-06,Please refer Tender documents. ,NA ,"6,11,967",Civil Works - Others,NA ,Tender,120.0,60.0,kendrapara municipality,754211.0,NA ,NA ,NA ,kendrapara municipality,No ,No,Municipal Bodies||Kendrapara Municipality,01/KM 2025-26,2025_ORULB_113809_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,120",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DOCUMENT AS PER DTCN,"4,000",0.0,Nil,Nil,No,28-May-2025 11:00 AM,11-Jun-2025 11:00 AM,28-May-2025 11:00 AM,10-Jun-2025 05:00 PM,28-May-2025 11:00 AM ,10-Jun-2025 05:00 PM ,28-May-2025 11:00 AM,10-Jun-2025 05:00 PM,AOC,Chairperson,Internal,JEMEEOCP,Suryakanta Nayak,22-Aug-2025 08:38 AM,techsummary_541061.pdf (435.55 KB),Chairperson,Internal,JEMEEOCP,Suryakanta Nayak,22-Aug-2025 08:41 AM,finsummary_541061.pdf (435.55 KB),Finance,All the bidders are accepted,Suryakanta Nayak,09-Aug-2025 09:53 PM,,BOQ Comparative Chart,22-Aug-2025,"INR 608,149.84",30.0,Suryakanta Nayak,22-Aug-2025 08:44 AM,ratha.pdf (436.00 KB),Laxmipriya Sethi is the lowest bidder hence her rate is accepted,1,2959572,Gouranga Charan Behera,10-Jun-2025 03:07 PM,Rejected-Finance,Lowest two,22-Aug-2025 08:41 AM,Municipal Bodies||Kendrapara Municipality,2025_ORULB_113809_16,01/KM 2025-26,Construction Pindi and beautification of periferial area for installation of Kapidhwaja Ratha statue at-Santasahi Chhak infront of Hanuman temple in ward No-06,1.0,2959934.0,LAXMIPRIYA SETHI,INR,"608,149.84",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2959934,LAXMIPRIYA SETHI,10-Jun-2025 04:26 PM,Accepted-AOC,Laxmipriya Sethi is the lowest bidder hence her rate is accepted,22-Aug-2025 08:44 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2959935,UTTAM CHARAN MALLIK,10-Jun-2025 04:50 PM,Rejected-Finance,Lowest three,22-Aug-2025 08:41 AM,,,,,,,,,,AOC
