Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,EMD refund,Birendra Nanda,11-Aug-2025 11:02 AM,finance_538805.pdf,BOQ Comparative Chart,1,2924449,ABINASH NAYAK,19-May-2025 11:59 AM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-Aug-2025 11:56 AM,techsummary_538805.pdf (2264.69 KB),Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-Aug-2025 12:03 PM,finsummary_538805.pdf (2264.69 KB),Rourkela Municipal Corporation,2025_RMC_113206_8,MC/RMC/22/2025,"Construction of Drain and Culvert at MIG II 360 to 361 and MIG II 358 to 359 at Chhend Ward No 14 under RMC, Rourkela.",13-Aug-2025,"INR 890,023.88",45.0,Birendra Nanda,13-Aug-2025 12:51 PM,BID22.pdf (2265.00 KB),Awarded to Om Construction,1.0,2925090.0,M/S OM CONSTRUCTION,INR,"890,023.88",AOC,08-May-2025 06:00 PM,20-May-2025 11:00 AM,08-May-2025 06:00 PM,19-May-2025 05:00 PM,NA ,NA ,08-May-2025 06:00 PM,19-May-2025 05:00 PM,1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/22/2025,2025_RMC_113206_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,"Construction of Drain and Culvert at MIG II 360 to 361 and MIG II 358 to 359 at Chhend Ward No 14 under RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"10,47,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper Cost and other Documents as per DTCN","10,470",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,2925053,ANIL BEHERA (S.C),19-May-2025 02:52 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,3,2924787,ANITA SETHI,19-May-2025 01:11 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2913303,ARADHYA CONSTRUCTION,12-May-2025 01:38 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2912938,ARATI TRIPATHY,12-May-2025 12:13 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2924389,BABULI CHANDRA PAIKARAY,19-May-2025 11:42 AM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2918054,BRAJA MOHAN BEURA,14-May-2025 07:02 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2925140,CHIDA ORAM,19-May-2025 03:17 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2925055,DEBASIS MOHAPATRA,19-May-2025 02:37 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2924652,DILIP KUMAR SAMAL,19-May-2025 12:44 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
