Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Repair and renovation of Old Jagannath Temple at ward No 7 or 8 of Joda Municipality,WORKS,Please refer Tender documents. ,NA ,"5,93,262",Civil Works - Others,NA ,Tender,120.0,90.0,JODA MUNICIPALITY AT PO BANEIKALA JODA KEONJHAR,758038.0,NA ,NA ,NA ,JODA MUNICIPALITY OFFICE AT PO BANEIKALA JODA,No ,No,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CONTRACTOR LICENSE OTHER DOCUMENTS AS PER DTCN,24-Jan-2025 11:00 AM,07-Feb-2025 11:00 AM,24-Jan-2025 11:00 AM,06-Feb-2025 05:00 PM,NA ,NA ,24-Jan-2025 11:00 AM,06-Feb-2025 05:00 PM,EXECUTIVE OFFICER JODA MUNICIPALITY,JODA MUNICIPALITY OFFICE AT PO BANEIKALA JODA DIST KEONJHAR ODISHA,Municipal Bodies||Joda Municipality,JM-02/2024-25,2025_ORULB_109768_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,932",Yes,fixed,,Nil,Nil,AOC,SWETAPADMA DHAL,Internal,Chairperson Tahasildar SDO PWD Accountant Municipal Engineer,Swetapadma Dhal,26-Aug-2025 01:45 PM,finsummary_527054.pdf (361.22 KB),Municipal Bodies||Joda Municipality,2025_ORULB_109768_9,JM-02/2024-25,Repair and renovation of Old Jagannath Temple at ward No 7 or 8 of Joda Municipality,1.0,2787902.0,Prafulla Kumar Routray,INR,"700,000",Finance,Two nos of Bidders participated,Swetapadma Dhal,26-Aug-2025 10:56 AM,finance_527054.pdf,BOQ Comparative Chart,1,2787902,Prafulla Kumar Routray,29-Jan-2025 09:51 PM,Accepted-AOC,L1 Contractor,26-Aug-2025 01:54 PM,26-Aug-2025,"INR 700,000",90.0,Swetapadma Dhal,26-Aug-2025 01:54 PM,Prafulla.pdf (126.00 KB),L1 contractor,SWETAPADMA DHAL,Internal,Chairperson SDO PWD Tahasildar Accountant Municipal Engineer,Swetapadma Dhal,26-Aug-2025 01:36 PM,techsummary_527054.pdf (126.11 KB),AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,.xls,BILL OF QUANTITES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2787929,SUBHASHREE SAHOO,29-Jan-2025 10:03 PM,Rejected-AOC,L2 Contractor,26-Aug-2025 01:54 PM,,,,,,,,,,,,,,AOC
