Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,"RURAL WORKS DIVISION, PURI","36,520",Yes,percentage,1.0%,Nil,Nil,"Construction of 1 no. D type quarter for Assistant Executive Engineer, R.W Sub-Division Satyabadi_building","Construction of 1 no. D type quarter for Assistant Executive Engineer, R.W Sub-Division Satyabadi_building",NA ,NA ,"36,52,004",Civil Works - Buildings,NA ,Tender,90.0,120.0,Puri,752001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, PURI",No ,No,03-May-2025 02:00 PM,14-May-2025 11:30 AM,03-May-2025 02:00 PM,13-May-2025 05:00 PM,03-May-2025 02:00 PM ,09-May-2025 01:30 PM ,03-May-2025 02:00 PM,13-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN.",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-01 of 2025-26,2025_CERWI_113067_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,1,2915658,ASHIS KUMAR NAYAK,13-May-2025 01:03 PM,Rejected-Technical,"It is mentioned in affidavit the documents submitted to S.E irrigation Division,Puri.",10-Jun-2025 11:36 AM,13-Aug-2025,"INR 3,652,004",120.0,Jyoti Prakash Samal,13-Aug-2025 05:34 PM,satyabadi.pdf (1000.00 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Sri Raj Kishore Pal",Jyoti Prakash Samal,10-Jun-2025 11:36 AM,techsummary_538277.pdf (598.95 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2025_CERWI_113067_1,Online-01 of 2025-26,"Construction of 1 no. D type quarter for Assistant Executive Engineer, R.W Sub-Division Satyabadi_building","Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Sri Raj Kishore Pal",Jyoti Prakash Samal,13-Aug-2025 05:32 PM,finsummary_538277.pdf (598.95 KB),Finance,All are admitted for finalisation.,Rina Kumari Sasmal,22-May-2025 01:35 PM,,BOQ Comparative Chart,1.0,2916373.0,MANAS RANJAN RAUT,INR,"3,104,568",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,2,2914497,DILIP KUMAR BARAL,12-May-2025 09:32 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2916373,MANAS RANJAN RAUT,13-May-2025 03:49 PM,Accepted-AOC,"He is the 1st successful lottery winner, so his rate is accepted.",13-Aug-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2915913,PRADEEPTA BADAJENA,13-May-2025 01:59 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2916449,PRAGNYA PARAMITA PRIYADARSINI,13-May-2025 04:02 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2915789,RAJESH KUMAR BARAL,13-May-2025 01:42 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2916611,RANJAN KUMAR SRICHANDAN,13-May-2025 04:40 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2915580,SANTANU KUMAR MAHUNTA,13-May-2025 12:51 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2916266,SUNIL KUMAR MAHAPATRA,13-May-2025 03:28 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2906876,SURENDRA BEHERA,05-May-2025 09:55 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",13-Aug-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
