S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",Municipal Bodies||Sambalpur Municipal Corporation,25/SMC_SBP/2024-25,2025_ORULB_109863_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Construction of Paver Block approach road and platform for vending Zone near PHD Field Ward No-27,Construction of Paver Block approach road and platform for vending Zone near PHD Field Ward No-27,Please refer Tender documents. ,NA ,"39,19,581",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,31-Jan-2025 11:00 AM,10-Feb-2025 11:00 AM,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,NA ,NA ,31-Jan-2025 11:00 AM,09-Feb-2025 05:00 PM,"39,196",Yes,percentage,1.0%,Nil,Nil,AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,14-Aug-2025 12:34 PM,techsummary_527595.pdf (1153.85 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,14-Aug-2025 12:36 PM,finsummary_527595.pdf (1153.85 KB),Finance,TENDER OPENED,Vedbhushan .,15-Feb-2025 01:38 PM,finance_527595.pdf,BOQ Comparative Chart,14-Aug-2025,"INR 3,919,581.33",90.0,PADMINI MEHER,14-Aug-2025 12:40 PM,25smc39.pdf (1154.00 KB),successful,1,2804801,ARYA KUMAR NATH,09-Feb-2025 12:51 AM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:34 PM,1.0,2805256.0,S T INFRA,INR,"3,919,581.33",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109863_39,25/SMC_SBP/2024-25,Construction of Paver Block approach road and platform for vending Zone near PHD Field Ward No-27,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2801481,M/s. UTKAL INFRA,06-Feb-2025 08:47 PM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2803927,SHYAMA CONSTRUCTIONS,09-Feb-2025 11:46 AM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2805256,S T INFRA,09-Feb-2025 01:04 PM,Accepted-AOC,successful,14-Aug-2025 12:40 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2804968,SWAYANGA PRAKASH SAHU,09-Feb-2025 10:42 AM,Rejected-Technical,UNSUCCESSFUL,14-Aug-2025 12:34 PM,,,,,,,,,,AOC
