S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2873156.0,BALBHADRA DEVELOPERS PRIVATE LIMITED,INR,"369,521,656",CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,26-Aug-2025 08:29 PM,finsummary_533189.pdf (2439.59 KB),Technical,Opening,Pradipta Kumar Nayak,10-Apr-2025 12:08 PM,,EIC-CIVIL,2025_EICCL_111684_1,CE-ROADS-I-24/2024-25,Improvement of road from Nimapada to Balanga from 0/000 km to 14/150 km in the district of Puri under State Plan,Finance,Opening,Pradipta Kumar Nayak,12-Jun-2025 12:09 PM,,BOQ Comparative Chart,EIC Civil cum Roads,Internal,,Pradipta Kumar Nayak,11-Jun-2025 07:59 PM,12-Jun-2025 11:30 AM,techsummary_533189.pdf (326.39 KB),26-Aug-2025,"INR 369,521,656",390.0,Pradipta Kumar Nayak,26-Aug-2025 08:32 PM,NimapadaBalanga_Agreement.pdf (2440.00 KB),734P1 of 2025-26,1,2873156,BALBHADRA DEVELOPERS PRIVATE LIMITED,31-Mar-2025 12:35 PM,Accepted-AOC,Selected as L1 bidder,26-Aug-2025 08:32 PM,AOC,Improvement of road from Nimapada to Balanga from 0/000 km to 14/150 km in the district of Puri under State Plan,Improvement of road from Nimapada to Balanga from 0/000 km to 14/150 km in the district of Puri under State Plan,Please refer Tender documents. ,NA ,"43,46,80,221",Civil Works - Roads,NA ,Tender,90.0,390.0,Puri Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,EIC-CIVIL,CE-ROADS-I-24/2024-25,2025_EICCL_111684_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","43,47,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",1.0,1st Corrigendum,Date,,1.0,ICICI BANK,13-Mar-2025 06:15 PM,10-Apr-2025 11:30 AM,13-Mar-2025 06:15 PM,09-Apr-2025 05:30 PM,NA ,NA ,13-Mar-2025 06:15 PM,09-Apr-2025 05:30 PM,12-Jun-2025 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2871951,BIJOY BUILDCONS PVT. LTD.,09-Apr-2025 04:03 PM,Rejected-AOC,L1 bidder,26-Aug-2025 08:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2872875,M/s. fortune group,02-Apr-2025 03:05 PM,Rejected-AOC,L2 bidder,26-Aug-2025 08:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2874783,M/S KBM CONSTRUCTION,09-Apr-2025 03:35 PM,Rejected-Technical,Disqualified,11-Jun-2025 07:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2869169,SAI SAMBHU INFRASTRUCTURE PRIVATE LIMITED,08-Apr-2025 04:35 PM,Rejected-AOC,L1 bidder,26-Aug-2025 08:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2874732,SCS Constructions India Pvt Ltd,02-Apr-2025 02:24 PM,Rejected-Technical,Disqualified,11-Jun-2025 07:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
