EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"9,57,070",Yes,percentage,1.0%,Nil,Nil,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o the Chief Construction Engineer, R.W.Circle, Bolangir","10,000",0.0,Nil,Nil,No,08-Jan-2025 05:00 PM,21-Jan-2025 11:00 AM,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,08-Jan-2025 05:00 PM ,18-Jan-2025 05:00 PM ,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,01-May-2025 09:00 AM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,BLGR-Online-06/2024-25,2025_CERWI_109196_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,3rd Corrigendum,Other,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",Construction of Road from Naikpada Kapasira to Mundaghat via Palas Badhila Road in the district of Subarnapur under MMSY Improvement to Existing RD Roads for the year 2024-25,Construction of Road from Naikpada Kapasira to Mundaghat via Palas Badhila Road in the district of Subarnapur under MMSY Improvement to Existing RD Roads for the year 2024-25,Please refer Tender documents. ,NA ,"9,57,07,000",Civil Works - Roads,NA ,Tender,90.0,365.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o C.C.E, R.W.Circle, Bolangir",No ,No,AOC,S Mahali,Internal,,Rajendra Majhi,01-Aug-2025 07:11 PM,finsummary_524665.pdf (113.03 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,2025_CERWI_109196_4,BLGR-Online-06/2024-25,Construction of Road from Naikpada Kapasira to Mundaghat via Palas Badhila Road in the district of Subarnapur under MMSY Improvement to Existing RD Roads for the year 2024-25,Technical,25 nos of bids download,Anupama Bishi,21-Jan-2025 06:41 PM,technical_524665.pdf,1.0,2763817.0,SURYA NARAYANA SAHU,INR,"81,359,808.86",1,2766633,ANKUSH PRASAD HOTA,20-Jan-2025 04:22 PM,Rejected-Technical,Insufficient Bid Capacity,23-Apr-2025 07:04 PM,01-Aug-2025,"INR 95,706,162.64",365.0,Rajendra Majhi,01-Aug-2025 07:15 PM,boqcomparativechart.pdf (113.00 KB),Success in lottery system,Finance,financial bids are opened,Sukadev Mahali,01-May-2025 03:46 PM,finance_524665.pdf,BOQ Comparative Chart,S Mahali,Internal,,Sukadev Mahali,23-Apr-2025 07:04 PM,01-May-2025 09:00 AM,techsummary_524665.pdf (760.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Annual Turn Over, Similar Nature of Work and others documents as per DTCN",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2766448,ARNS INFRAPROJECTS PRIVATE LIMITED,20-Jan-2025 04:04 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2751423,BALAMAKUNDA PUROHIT,20-Jan-2025 11:48 AM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2765843,DEMANTI AGRAWAL,20-Jan-2025 12:10 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2764923,DHANESWAR SAHU,20-Jan-2025 01:03 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2764804,ER. MOHIT KUMAR JAIN,19-Jan-2025 06:28 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2764732,GIRIDHARI LAL AGRAWAL,19-Jan-2025 05:25 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2764547,KL INFRABUILD PVT. LTD.,19-Jan-2025 02:57 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2754372,MISHRA INFRA PROJECTS,16-Jan-2025 11:24 AM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2762213,MOTIRANJAN SAHOO,18-Jan-2025 12:03 PM,Rejected-Finance,Unsuccess in lottery system,01-Aug-2025 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
