Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
08-Aug-2025,"INR 6,129,654",120.0,Somanath Tripathy,08-Aug-2025 12:38 PM,237.pdf (700.00 KB),Contract awarded to Sr Nitesh Ku Sahu,1,2627313,NANDAN KUMAR NAYAK,07-Nov-2024 11:00 AM,Rejected-AOC,Rejected due to 2nd lowest,08-Aug-2025 12:38 PM,1.0,2621152.0,NITESH KUMAR SAHU,INR,"6,129,659",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2024_EICCL_106131_10,SE RandB Divn No.I-BAM-12/2024-25,Construction of Paddy Procurement Center at Badapalanko.,Finance,"3Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,13-Dec-2024 12:06 PM,finance_512804.pdf,BOQ Comparative Chart,SE RandB Division NoI Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,13-Dec-2024 11:24 AM,13-Dec-2024 12:00 PM,techsummary_512804.pdf (225.43 KB),Technical,"2Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,08-Nov-2024 12:56 PM,technical_512804.pdf,SE RandB Division NoI Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,08-Aug-2025 12:33 PM,finsummary_512804.pdf (700.47 KB),AOC,"10,000",0.0,Nil,Nil,No,29-Oct-2024 10:00 AM,08-Nov-2024 11:30 AM,29-Oct-2024 10:00 AM,07-Nov-2024 04:00 PM,29-Oct-2024 10:00 AM ,07-Nov-2024 04:00 PM ,29-Oct-2024 10:00 AM,07-Nov-2024 04:00 PM,13-Dec-2024 12:00 PM,S E Ganjam RandB Division No I Berhampur,S E Ganjam RandB Division No I Berhampur,1.0,ICICI BANK,Construction of Paddy Procurement Center at Badapalanko.,Construction of Paddy Procurement Center at Badapalanko.,Please refer Tender documents. ,NA ,"72,10,509",Civil Works - Buildings,NA ,Tender,90.0,120.0,Berhampur,760005.0,NA ,NA ,NA ,S E Ganjam RandB Division No I Berhampur,No ,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-12/2024-25,2024_EICCL_106131_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"72,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit",AOC
,,,,,,,2,2621152,NITESH KUMAR SAHU,05-Nov-2024 09:23 PM,Accepted-AOC,accepted due to 1st lowest,08-Aug-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of Ownership of Machineries, lease Deed, MOU, Other Documents and Forms as per DTCN.",AOC
,,,,,,,3,2627637,RANJAN NAIK,07-Nov-2024 12:50 PM,Rejected-AOC,Rejected due to 3nd lowest,08-Aug-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
