Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,"28,000",Yes,fixed,,Nil,Nil,"OO Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack, Nayabazar, Cuttack",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN",Operation and Maintenance of water supply system to Jajpur Municipality.,Operation and Maintenance of water supply system to Jajpur Municipality.,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,180.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,1.0,ICICI BANK,PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION, CTC- 15 (01) of 2025-26",2025_PHEO_115689_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Jul-2025 02:00 PM,29-Jul-2025 11:00 AM,17-Jul-2025 02:00 PM,28-Jul-2025 05:00 PM,17-Jul-2025 02:00 PM ,21-Jul-2025 05:00 PM ,17-Jul-2025 02:00 PM,28-Jul-2025 05:00 PM,AOC,27-Aug-2025,"INR 2,323,103",180.0,Ajaya Kumar Naik,27-Aug-2025 05:31 PM,wo.pdf (714.00 KB),Er. Ajaya Naik,Internal,"JE, (Estimator), PH Division, Cuttack, DAO, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,27-Aug-2025 05:23 PM,finsummary_546342.pdf (2209.47 KB),Finance,The validity of tenders depends on the result of scrutiny of the scanned documents and financial bid submitted by the tenders online.,Ajaya Kumar Naik,29-Jul-2025 12:19 PM,,BOQ Comparative Chart,1,3009194,ABHAYA KUMAR PATRI,22-Jul-2025 08:15 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,1.0,3012651.0,URMILA SAHOO,INR,"2,323,103",PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2025_PHEO_115689_1,"SEPH-DIVISION, CTC- 15 (01) of 2025-26",Operation and Maintenance of water supply system to Jajpur Municipality.,Er. Ajaya Naik,Internal,"JE, (Estimator), DAO, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,27-Aug-2025 05:16 PM,techsummary_546342.pdf (3337.98 KB),AOC
,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3012584,AMITA RANI DAS,28-Jul-2025 12:37 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3012226,ARJUN CHARAN PRUSTY,26-Jul-2025 09:02 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3012746,BINAY DASH,26-Jul-2025 04:06 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3012602,BRAJA SUNDAR SAHOO,28-Jul-2025 04:28 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3012718,GTEC EIS PVT LTD,26-Jul-2025 03:35 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3012842,JANMEJAYA NAYAK,28-Jul-2025 12:38 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3012219,MAHENDRA KUMAR PATI,27-Jul-2025 08:23 PM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3009557,MANAMOHAN PARIMANIK,23-Jul-2025 10:40 AM,Rejected-AOC,do not won the lottery,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3014864,M/S AYUSH ENGINEERING,28-Jul-2025 01:26 PM,Rejected-AOC,2nd Lowest,27-Aug-2025 05:31 PM,,,,,,,,,,,,,,,,AOC
