EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"13,523",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_64,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,Construction of Community Hall near Biswanath Temple Atharabanki in ward no 06,Construction of Community Hall near Biswanath Temple Atharabanki in ward no 06,Please refer Tender documents. ,NA ,"13,52,298",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,AOC,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,22-Aug-2025 06:09 PM,finsummary_539914.pdf (686.42 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,22-Aug-2025 06:07 PM,techsummary_539914.pdf (686.42 KB),1.0,2944270.0,M/s Jyoti Associates,INR,"1,436,300",Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_64,EO/PDPM/W_1/2025-26,Construction of Community Hall near Biswanath Temple Atharabanki in ward no 06,1,2944444,BABU MALIK,31-May-2025 01:15 PM,Rejected-Finance,L2,22-Aug-2025 06:09 PM,22-Aug-2025,"INR 1,436,300",90.0,Bibhuti Tripathy,22-Aug-2025 06:10 PM,64.pdf (686.00 KB),Contract value includes GST.,Finance,ALL THE TWO BIDS HAVE BEEN ADMITTED,Dilip Kumar Sethy,20-Jun-2025 06:06 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2944270,M/s Jyoti Associates,30-May-2025 09:26 PM,Accepted-AOC,Contract value includes GST.,22-Aug-2025 06:10 PM,,,,,,,,,,,,,,AOC
