Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
14-Aug-2025,"INR 3,571,388",150.0,Prahallad Sahu,14-Aug-2025 08:39 PM,Kusadahana.pdf (814.00 KB),work order has been awarded to the contractor,Finance,Bid Opened,Prahallad Sahu,04-Jul-2025 02:02 PM,finance_543328.pdf,BOQ Comparative Chart,"SE,RWSS Division, Nuapada",Internal,"SE, EE, DAO, JE Estimator, RWSS Division, Nuapada",Prahallad Sahu,14-Aug-2025 08:35 PM,finsummary_543328.pdf (285.50 KB),1,2980941,ABHISEK MEHER,26-Jun-2025 06:07 PM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,1.0,2984224.0,PRINCE KUMAR GUPTA,INR,"3,571,388",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,2025_RWSS_114526_5,RWSS/NPD/06/2025-26,"Construction of Additional percolation well, pump house, rising main and external electrification for PWS to village Kusadahana under Komna Block in the District of Nuapada",Superintending Engineer,Internal,"SE RWSS Nuapada, EE Estimater Nuapada, DAO RWSS Nuapada, JE Estimater Nuapada",Prahallad Sahu,04-Jul-2025 05:39 PM,techsummary_543328.pdf (909.02 KB),AOC,"6,000",0.0,Nil,Nil,No,19-Jun-2025 10:00 AM,01-Jul-2025 11:00 AM,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,19-Jun-2025 10:00 AM ,29-Jun-2025 05:00 PM ,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,Superintending Engineer,O/o the SERWSS Nuapada,1.0,ICICI BANK,"42,011",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,AFFIDAVIT,NRC AND OTHER DOCUMENTS AS PER DTCN",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,RWSS/NPD/06/2025-26,2025_RWSS_114526_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Additional percolation well, pump house, rising main and external electrification for PWS to village Kusadahana under Komna Block in the District of Nuapada","Construction of Additional percolation well, pump house, rising main and external electrification for PWS to village Kusadahana under Komna Block in the District of Nuapada",Please refer Tender documents. ,NA ,"42,01,139",Civil Works - Water Works,NA ,Tender,90.0,150.0,NUAPADA,766105.0,NA ,NA ,NA ,O/o the SERWSS Nuapada,No ,No,1.0,1st Corrigendum,Other,,AOC
,,,,,,,,,,,,,,,,,,,2,2978650,BINOD KUMAR MEHER,26-Jun-2025 07:46 PM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2979559,DOLAMANI BIBHAR,24-Jun-2025 10:20 PM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2981443,KAMINI NANDA,29-Jun-2025 10:28 AM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2983250,PAYAL NAGPURE,30-Jun-2025 07:13 AM,Rejected-Finance,L2 bidder finalize through transparent lottery process,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2984224,PRINCE KUMAR GUPTA,30-Jun-2025 04:45 PM,Accepted-AOC,Agreement Drawn,14-Aug-2025 08:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2983960,RAVI SHARMA,30-Jun-2025 03:33 PM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2981829,ROHIT KUMAR TRIVEDI,27-Jun-2025 10:50 PM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2983037,SATRUGHANA MAJHI,30-Jun-2025 09:56 AM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2979772,SMITA SAHOO,29-Jun-2025 10:19 AM,Rejected-Finance,Rejected,14-Aug-2025 08:35 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
