Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 02:43 PM,techsummary_535409.pdf (1211.07 KB),1,2884209,AGRAWALLA POWER INFRASTRUCTURE,16-Apr-2025 10:45 AM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,19-Aug-2025,"INR 2,037,954",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 02:01 PM,Naranpur.pdf (1211.00 KB),WORK ORDER AND AGREEMENT COMPLETED,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 05:01 PM,finance_535409.pdf,BOQ Comparative Chart,1.0,2884536.0,UMESH CHANDRA SAHOO,INR,"2,037,954","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_18,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF NARANPUR-I AND II POIJHARI-III AND BHAKARSAHI-I AND II LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 01:59 PM,finsummary_535409.pdf (1211.07 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,1.0,ICICI BANK,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,Yes,Executive Engineer,EE LI DIVISION BHUBANESWAR,REVIVAL AND RE-ENERGISATION OF NARANPUR-I AND II POIJHARI-III AND BHAKARSAHI-I AND II LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF NARANPUR-I AND II POIJHARI-III AND BHAKARSAHI-I AND II LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"23,97,311",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALIPATNA,752020.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"23,973",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,2,2885441,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:46 PM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2885327,MADAN MOHAN BASTIA,15-Apr-2025 08:38 PM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2885277,MODERN WINDING AND ELECTRICALS,15-Apr-2025 07:50 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2885972,M/S DILIP KUMAR SAHOO,16-Apr-2025 01:23 PM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2882884,M/S. M.C.C. ASSOCIATES,12-Apr-2025 06:46 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2886064,M/S-SANTOSH KUMAR MOHANTY,16-Apr-2025 03:45 PM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2885971,M/S SHREELAXMI ENTERPRISERS,16-Apr-2025 01:23 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2884237,PRADEEP KUMAR AGRAWALLA,16-Apr-2025 01:49 PM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2885458,RAJIBA LOCHAN BEHERA,16-Apr-2025 03:52 AM,Rejected-Technical,Rejected,19-May-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
