Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
REVIVAL AND RE-ENERGISATION OF BAHARAKUDA-I SAHASPUR-I AND II LUNIABINDHA-II AND BHATAPADA-V LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF BAHARAKUDA-I SAHASPUR-I AND II LUNIABINDHA-II AND BHATAPADA-V LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"28,21,054",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KANAS,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,"28,211",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,EE LI DIVISION BHUBANESWAR,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_12,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF BAHARAKUDA-I SAHASPUR-I AND II LUNIABINDHA-II AND BHATAPADA-V LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 01:07 PM,finsummary_535400.pdf (1241.89 KB),Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 03:24 PM,finance_535400.pdf,BOQ Comparative Chart,1.0,2885191.0,MADAN MOHAN BASTIA,INR,"2,680,284",19-Aug-2025,"INR 2,680,283",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 01:09 PM,Baharakuda.pdf (1242.00 KB),WORK ORDER AND AGREEMENT COMPLETED,1,2885459,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:34 PM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 02:08 PM,techsummary_535400.pdf (1241.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2885191,MADAN MOHAN BASTIA,15-Apr-2025 06:52 PM,Accepted-AOC,WORK ORDER AND AGREEMENT COMPLETED,19-Aug-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2885245,MODERN WINDING AND ELECTRICALS,15-Apr-2025 07:25 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2886158,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,16-Apr-2025 02:51 PM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2885898,M/S DILIP KUMAR SAHOO,16-Apr-2025 12:59 PM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2882846,M/S. M.C.C. ASSOCIATES,12-Apr-2025 05:31 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2885856,M/S SHREELAXMI ENTERPRISERS,16-Apr-2025 12:48 PM,Rejected-Finance,REJECTED,19-Aug-2025 01:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2885805,N CHHATOI GULSON NANDA,16-Apr-2025 01:17 PM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2885054,PRAKASH CHANDRA DASH,15-Apr-2025 04:19 PM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2885452,RAJIBA LOCHAN BEHERA,16-Apr-2025 03:34 AM,Rejected-Technical,Rejected,19-May-2025 02:08 PM,,,,,,,AOC
