Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,2025_OLIC_111080_4,01/2024-25dt17.02.2025,KALAMCHUA-II,1.0,2849520.0,MANIBHADRA JENA,INR,"2,027,379",sirishchmunda,Internal,sureshchdeypreamanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,09-Apr-2025 10:17 PM,techsummary_531341.pdf (2113.81 KB),27-Aug-2025,"INR 2,027,379",120.0,Shirish Chandra Munda,27-Aug-2025 07:36 PM,KalamchuaIIpdf.PDF (986.00 KB),Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,Finance,Bid Opening,Shirish Chandra Munda,09-Apr-2025 09:31 PM,finance_531341.pdf,BOQ Comparative Chart,sirishchmunda,Internal,sureshchdeypreamanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,26-Aug-2025 12:53 PM,finsummary_531341.pdf (128.68 KB),1,2849615,Jugal Kishor sabar,10-Mar-2025 10:09 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,25-Feb-2025 11:00 AM,12-Mar-2025 11:00 AM,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,25-Feb-2025 11:00 AM ,07-Mar-2025 05:00 PM ,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,01/2024-25dt17.02.2025,2025_OLIC_111080_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,KALAMCHUA-II,"TUBE WELL, DRILLING, INSTALLATION AND EXECUTION OF CIVIL WORK FOR ENERGISATION AT KALAMCHUA-II",AS PER MENTION IN DTCN  ,NA ,"23,84,871",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,120.0,"O/O E.E. L.I. DIVISION, BALASORE",756056.0,NA ,NA ,NA ,"O/O E.E. L.I. DIVISION, BALASORE",No ,No,"23,849",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE ENGINEER,"O/O E.E. L.I. DIVISION, BALASORE",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2850816,LAKSHMIMANI GIRI,11-Mar-2025 04:40 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2848900,LAXMAN KUMAR SAHOO,10-Mar-2025 03:31 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2844727,MAHASWETA DHADA,11-Mar-2025 01:52 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2849520,MANIBHADRA JENA,10-Mar-2025 05:54 PM,Accepted-AOC,Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2847422,NABIN KUMAR PAL,10-Mar-2025 09:14 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2848438,NIRANJAN BEHERA,10-Mar-2025 05:53 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2847392,RANJITA SA,11-Mar-2025 10:14 AM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2849676,ROHIT DAS,11-Mar-2025 02:07 PM,Rejected-AOC,Reject,27-Aug-2025 07:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
