Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,2025_OLIC_111080_2,01/2024-25dt17.02.2025,BHATAPADA-II,1.0,2848889.0,LAXMAN KUMAR SAHOO,INR,"2,028,221",Sirishchmunda,Internal,sureshchdeypremanandapandaankitanayakjaladhardashsarojkumajhi,Shirish Chandra Munda,09-Apr-2025 10:10 PM,techsummary_531325.pdf (2113.81 KB),Finance,Bid Opening Summary,Shirish Chandra Munda,09-Apr-2025 08:33 PM,finance_531325.pdf,BOQ Comparative Chart,sirishchmunda,Internal,sureshchdeypreamanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,26-Aug-2025 12:02 PM,finsummary_531325.pdf (128.68 KB),27-Aug-2025,"INR 2,028,221",120.0,Shirish Chandra Munda,27-Aug-2025 07:08 PM,BhatapadaIIpdf.PDF (1022.00 KB),Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued,1,2849693,AMIT KUMAR DAS,11-Mar-2025 01:13 PM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,"6,000",0.0,Nil,Nil,No,25-Feb-2025 11:00 AM,12-Mar-2025 11:00 AM,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,25-Feb-2025 11:00 AM ,07-Mar-2025 05:00 PM ,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,1.0,ICICI BANK,EXECUTIVE ENGINEER,"O/O E.E. L.I. DIVISION, BALASORE",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,01/2024-25dt17.02.2025,2025_OLIC_111080_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"23,859",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,BHATAPADA-II,"TUBE WELL, DRILLING,INSTALLATION AND EXECUTION OF CIVIL WORK FOR ENERGISATION AT BHATAPADA-II",AS PER MENTION IN DTCN  ,NA ,"23,85,862",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,120.0,"O/O E.E. L.I. DIVISION, BALASORE",756056.0,NA ,NA ,NA ,"O/O E.E. L.I. DIVISION, BALASORE",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2849897,DAYANIDHI KABI,11-Mar-2025 07:25 AM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2848889,LAXMAN KUMAR SAHOO,10-Mar-2025 03:16 PM,Accepted-AOC,Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee.,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2844714,MAHASWETA DHADA,11-Mar-2025 01:56 PM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2849512,MANIBHADRA JENA,10-Mar-2025 05:47 PM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2848429,NIRANJAN BEHERA,10-Mar-2025 05:45 PM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2847384,RANJITA SA,11-Mar-2025 10:08 AM,Rejected-AOC,Reject,27-Aug-2025 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
