EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,15,900",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Construction of 100 Men Barrack at RO, Sundargarh",Building Work,Please refer Tender documents. ,NA ,"4,15,89,288",Civil Works - Buildings,NA ,Tender,90.0,365.0,Sundargarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,04/OPHWC/2025-26,2025_OSPHW_114167_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,04-Jun-2025 04:00 PM,20-Jun-2025 10:30 AM,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,NA ,NA ,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,09-Jul-2025 10:30 AM,AOC,22-Aug-2025,"INR 36,598,573.62",365.0,Bikram Keshari Malla,22-Aug-2025 01:01 PM,WORKRDETTR.pdf (523.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 18.08.2025,1,2971053,AKSHAYA KUMAR MOHAPATRA,17-Jun-2025 04:55 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Jul-2025 06:36 PM,AS PER TC MINUTES,Internal,AS PER TC MINUTES,BIBHUTI BHUSHAN NAIK,08-Jul-2025 06:36 PM,09-Jul-2025 10:30 AM,techsummary_542107.pdf (375.22 KB),Finance,financial bid opened,Bikram Keshari Malla,09-Jul-2025 12:11 PM,,BOQ Comparative Chart,Technical,SEVEN BIDDER HAVE PARTICIPATED,Bikram Keshari Malla,20-Jun-2025 11:56 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114167_4,04/OPHWC/2025-26,"Construction of 100 Men Barrack at RO, Sundargarh",AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,22-Aug-2025 12:59 PM,finsummary_542107.pdf (365.15 KB),1.0,2973879.0,SILADITYA BEHERA,INR,"36,598,573.62",AOC
,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,2,2971578,ARIA INFRA PROJECTS PRIVATE LIMITED,18-Jun-2025 03:02 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2969994,ASHISH AGARWAL,16-Jun-2025 08:24 PM,Rejected-Finance,DUE TO L2 BIDDER,22-Aug-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2973737,isar engineers pvt ltd,19-Jun-2025 04:26 PM,Rejected-Finance,DUE TO L3 BIDDER,22-Aug-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2967877,Rajesh Kumar Panda,18-Jun-2025 11:35 AM,Rejected-Finance,DUE TO L3 BIDDER,22-Aug-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2973879,SILADITYA BEHERA,19-Jun-2025 04:48 PM,Accepted-AOC,QUALIFIED BIDDER,22-Aug-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2973838,SUBHENDU KUMAR MOHANTY,19-Jun-2025 04:18 PM,Rejected-Finance,DUE TO L2 BIDDER,22-Aug-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
