Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Ground Water Survey and Investigation,2025_GWSI_113811_1,02/GWDBLGR/ARUA/2025-26,Construction of 08(Eight) nos of Recharge Shaft in different existing Tanks/Ponds in Bhatli Block of Bargarh district under ARUA Scheme,1.0,2946194.0,NIKESH KUMBHAR,INR,"1,169,752",Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:00 PM,techsummary_540992.pdf (1501.78 KB),Finance,Bid opening Summary,Abinash Nayak,07-Jun-2025 12:24 PM,finance_540992.pdf,BOQ Comparative Chart,Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:05 PM,finsummary_540992.pdf (1501.78 KB),22-Jul-2025,"INR 1,169,752",60.0,Abinash Nayak,05-Aug-2025 01:34 PM,02.pdf (449.00 KB),1,2952959,KAUSHIKA PANIGRAHI,05-Jun-2025 04:17 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,"13,761",Yes,fixed,,Nil,Nil,Ground Water Survey and Investigation,02/GWDBLGR/ARUA/2025-26,2025_GWSI_113811_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of 08(Eight) nos of Recharge Shaft in different existing Tanks/Ponds in Bhatli Block of Bargarh district under ARUA Scheme,Construction of 08(Eight) nos of Recharge Shaft in different existing Tanks/Ponds in Bhatli Block of Bargarh district under ARUA Scheme,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,Bhatli,768030.0,NA ,NA ,NA ,"Deputy Director Geology, GWD Division, Bolangir",No ,No,Deputy Director Geology,"OFFICE OF THE DEPUTY DIRECTOR, GEOLOGY, GROUND WATER DEVELOPMENT DIVISION, BOLANGIR, Laltikra, P.O Rajendra College, Dist- Bolangir, PIN -767002","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,24-May-2025 11:00 AM,06-Jun-2025 11:30 AM,24-May-2025 11:00 AM,05-Jun-2025 05:00 PM,NA ,NA ,24-May-2025 11:00 AM,05-Jun-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2950300,MADHUSMITA PAIKARAY,03-Jun-2025 06:49 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2952448,M/s Alok Kumar Mishra,05-Jun-2025 01:28 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2946194,NIKESH KUMBHAR,01-Jun-2025 05:52 PM,Accepted-AOC,Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2950035,PRATAP KUMAR PRADHAN,03-Jun-2025 04:11 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2946224,RAGHUMMANI KUMBHAR,01-Jun-2025 05:48 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2952574,Reshmarani Sahu,05-Jun-2025 01:51 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2952366,SHIBANANDA MOHANTY,05-Jun-2025 12:47 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2950259,SRIDHAR SAHOO,03-Jun-2025 06:12 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
