S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,2493153.0,SRINIBASH MISHRA,INR,"186,675,205",Technical,Opening,Pradipta Kumar Nayak,03-Jul-2024 02:13 PM,,EIC-CIVIL,2024_EICCL_102481_4,CE-DPI AND R- 44/2023-24,Improvement such as widening and strengthening of Thakurgarh-Raniakata road from 0/000 km to 24/560 km in the district of Angul under State Plan,CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,12-Aug-2025 03:40 PM,finsummary_499454.pdf (1846.34 KB),CE DPI and R Odisha,Internal,,Pradipta Kumar Nayak,26-Jul-2024 05:48 PM,30-Jul-2024 11:30 AM,techsummary_499454.pdf (172.86 KB),Finance,Finance opening,Pradipta Kumar Nayak,30-Jul-2024 12:19 PM,,BOQ Comparative Chart,12-Aug-2025,"INR 186,675,205",699.0,Pradipta Kumar Nayak,12-Aug-2025 03:43 PM,Thakurgad.pdf (1846.00 KB),235P1 of 2024-25,1.0,2498697.0,Anil Kumar Mishra,23-Jun-2024 01:32 PM,Rejected-AOC,L3 bidder,12-Aug-2025 03:44 PM,AOC,12-Mar-2024 06:30 PM,03-Jul-2024 11:00 AM,12-Mar-2024 06:30 PM,02-Jul-2024 05:30 PM,NA ,NA ,12-Mar-2024 06:30 PM,02-Jul-2024 05:30 PM,30-Jul-2024 11:30 AM,Improvement such as widening and strengthening of Thakurgarh-Raniakata road from 0/000 km to 24/560 km in the district of Angul under State Plan,Improvement such as widening and strengthening of Thakurgarh-Raniakata road from 0/000 km to 24/560 km in the district of Angul under State Plan,Please refer Tender documents. ,NA ,"20,83,42,863",Civil Works - Roads,NA ,Tender,120.0,699.0,Angul Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,"10,000",0.0,Nil,Nil,No,EIC-CIVIL,CE-DPI AND R- 44/2023-24,2024_EICCL_102481_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",1.0,ICICI BANK,"20,83,000",Yes,fixed,,Nil,Nil,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",1.0,4th Corrigendum,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2493163.0,MONALISA ENGICONS,24-Jun-2024 02:23 PM,Rejected-AOC,L2 bidder,12-Aug-2025 03:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2493153.0,SRINIBASH MISHRA,12-Jun-2024 01:12 PM,Accepted-AOC,L1 bidder,12-Aug-2025 03:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,AOC
