Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage
Finance,Bid Opened,Prahallad Sahu,04-Jul-2025 01:50 PM,finance_543326.pdf,BOQ Comparative Chart,"SE,RWSS Division, Nuapada",Internal,"SE, EE, DAO, JE Estimator, RWSS Division, Nuapada",Prahallad Sahu,14-Aug-2025 08:16 PM,finsummary_543326.pdf (294.87 KB),14-Aug-2025,"INR 2,659,354",150.0,Prahallad Sahu,14-Aug-2025 08:20 PM,Mandosil.pdf (800.00 KB),work order has been awarded to the contractor,1,2980919,ABHISEK MEHER,26-Jun-2025 05:51 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,1.0,2982850.0,REENU SAHU,INR,"2,659,354",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,2025_RWSS_114526_3,RWSS/NPD/06/2025-26,"Construction of Additional 50000 ltrs capacity over head tank, rising main and distribution pipeline at village Mandosil for PWS to Mandosil under Khariar Block in the District of Nuapada.",Superintending Engineer,Internal,"SE RWSS Nuapada, EE Estimater Nuapada, DAO RWSS Nuapada, JE Estimater Nuapada",Prahallad Sahu,04-Jul-2025 05:32 PM,techsummary_543326.pdf (1021.98 KB),AOC,"6,000",0.0,Nil,Nil,No,"31,283",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,AFFIDAVIT,NRC AND OTHER DOCUMENTS AS PER DTCN",Superintending Engineer,O/o the SERWSS Nuapada,"Construction of Additional 50000 ltrs capacity over head tank, rising main and distribution pipeline at village Mandosil for PWS to Mandosil under Khariar Block in the District of Nuapada.","Construction of Additional 50000 ltrs capacity over head tank, rising main and distribution pipeline at village Mandosil for PWS to Mandosil under Khariar Block in the District of Nuapada.",Please refer Tender documents. ,NA ,"31,28,283",Civil Works - Water Works,NA ,Tender,90.0,150.0,NUAPADA,766105.0,NA ,NA ,NA ,O/o the SERWSS Nuapada,No ,No,1.0,1st Corrigendum,Other,,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,RWSS/NPD/06/2025-26,2025_RWSS_114526_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-Jun-2025 10:00 AM,01-Jul-2025 11:00 AM,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,19-Jun-2025 10:00 AM ,29-Jun-2025 05:00 PM ,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,2978644,BINOD KUMAR MEHER,26-Jun-2025 07:38 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,2979516,DOLAMANI BIBHAR,24-Jun-2025 09:11 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2983005,JITENDRA MEHER,29-Jun-2025 07:38 PM,Rejected-Finance,L2 bidder finalize through transparent lottery process,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2978609,NAMITA MEHER,23-Jun-2025 07:52 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2984240,PRINCE KUMAR GUPTA,30-Jun-2025 04:53 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2982850,REENU SAHU,29-Jun-2025 04:30 PM,Accepted-AOC,Agreement Drawan,14-Aug-2025 08:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2981841,ROHIT KUMAR TRIVEDI,27-Jun-2025 11:01 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2984038,SANTOSH AGRAWAL,30-Jun-2025 03:53 PM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2983042,SATRUGHANA MAJHI,30-Jun-2025 10:01 AM,Rejected-Finance,Rejected,14-Aug-2025 08:16 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
