Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"2,03,120",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",Construction of Road from Satipur to Makunda Road under MMSY-TRIP in the District of Mayurbhanj for the year 2024-25.,Construction of Road from Satipur to Makunda Road under MMSY-TRIP in the District of Mayurbhanj for the year 2024-25.,Please refer Tender documents. ,NA ,"2,03,12,000",Civil Works - Roads,NA ,Tender,90.0,270.0,"SERW Division, Baripada",757002.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,24-Dec-2024 05:00 PM,07-Jan-2025 11:00 AM,24-Dec-2024 05:00 PM,06-Jan-2025 05:00 PM,24-Dec-2024 05:00 PM ,04-Jan-2025 05:00 PM ,24-Dec-2024 05:00 PM,06-Jan-2025 05:00 PM,12-Feb-2025 11:00 AM,CCE RWC Baripada,CCE RWC Baripada,CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-360,2024_CERWI_108727_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BARIPADA,2024_CERWI_108727_9,Road Online N.C.B. No-360,Construction of Road from Satipur to Makunda Road under MMSY-TRIP in the District of Mayurbhanj for the year 2024-25.,Technical,09 Nos of bidder participated,Ashwani Pradhan,06-Feb-2025 11:36 AM,,"CCERWCIRCLE, BARIPADA",Internal,,Ashwani Pradhan,15-Feb-2025 01:18 PM,finsummary_521786.pdf (1499.46 KB),1.0,2732464.0,KIRAN KUMAR DAS,INR,"17,267,377",1,2731593,ASIM KUMAR MOULIK,06-Jan-2025 11:57 AM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,10-Jun-2025,"INR 17,267,377",270.0,Akshaya Kumar Naik,12-Aug-2025 11:30 AM,Saitpur.pdf (174.00 KB),"CCE RW Circle, Baripada",Internal,,Shobha Tete,06-Feb-2025 12:47 PM,12-Feb-2025 11:00 AM,techsummary_521786.pdf (912.47 KB),Finance,08 Nos of bidders Admitted,Ashwani Pradhan,15-Feb-2025 11:56 AM,,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2725524,GOLAK BIHARI NAYAK,05-Jan-2025 09:27 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2731923,JASHOBANTA SAHU,06-Jan-2025 01:14 PM,Rejected-Technical,Non submission RC and GSTIN,06-Feb-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2732464,KIRAN KUMAR DAS,06-Jan-2025 03:21 PM,Accepted-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2728958,KRUSHNA KUMAR KHANDELWAL,06-Jan-2025 03:50 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2731225,MS SHAKTIMAN BUILDERS,06-Jan-2025 03:50 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2729110,PANKAJ KUMAR PANDA,04-Jan-2025 04:19 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2718757,Ranjit Kumar Sahu,05-Jan-2025 02:04 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2730652,TARUN MOHANTY,06-Jan-2025 03:48 PM,Rejected-AOC,L1,12-Aug-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,AOC
