Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"CONSTRUCTION OF PAVER BLOCK ROAD AND DRAIN FROM PHILIP DEY HOUSE TO UKILA HEMRAM HOUSE AT UDAY NAGAR , ANGARDADIA IN WARD NO_20","CONSTRUCTION OF PAVER BLOCK ROAD AND DRAIN FROM PHILIP DEY HOUSE TO UKILA HEMRAM HOUSE AT UDAY NAGAR , ANGARDADIA IN WARD NO_20",Please refer Tender documents. ,NA ,"8,22,458",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_78,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,REVISED DTCN,Technical Bid,,"Executive Officer, Balasore Municipality",Balasore Municipality Office,"8,225",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,AOC,EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Aug-2025 05:02 PM,finsummary_533212.pdf (353.72 KB),EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Aug-2025 01:10 PM,techsummary_533212.pdf (353.72 KB),18-Aug-2025,"INR 822,458",60.0,Pranabananda Sahu,18-Aug-2025 05:04 PM,WO0678.pdf (551.00 KB),1,2868981,Kartik Chandra Parida,26-Mar-2025 12:08 PM,Rejected-Technical,OK,18-Aug-2025 01:10 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_78,BM_06_2024_25,"CONSTRUCTION OF PAVER BLOCK ROAD AND DRAIN FROM PHILIP DEY HOUSE TO UKILA HEMRAM HOUSE AT UDAY NAGAR , ANGARDADIA IN WARD NO_20",1.0,2867611.0,PADMANAV MOHANTY,INR,"731,987.55",Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 04:01 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2867611,PADMANAV MOHANTY,25-Mar-2025 06:16 PM,Accepted-AOC,WO,18-Aug-2025 05:04 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2868864,Ranjan Kumar Mallik,26-Mar-2025 11:16 AM,Rejected-Technical,OK,18-Aug-2025 01:10 PM,,,,,,,,,,,,,,,,AOC
