EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"11,700",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,documents as per dtcn,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Kendrapara Municipality,03/KM 2023-24,2023_ORULB_95300_50,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,CONSTRUCTION OF RCC DRAIN WITH COVER SLAB AND PAVER BLOCK ROAD FROM HINDUSTAN SHOE SHOP TO NILA SAHOO VIA BOSS HOUSE IN WARD NO-16,CONSTRUCTION OF RCC DRAIN WITH COVER SLAB AND PAVER BLOCK ROAD FROM HINDUSTAN SHOE SHOP TO NILA SAHOO VIA BOSS HOUSE IN WARD NO-16,Please refer Tender documents. ,NA ,"11,69,978",Civil Works - Roads,NA ,Tender,120.0,60.0,kendrapara municipality,754211.0,NA ,NA ,NA ,kendrapara municipality,No ,No,11-Oct-2023 11:00 AM,25-Oct-2023 11:00 AM,11-Oct-2023 11:00 AM,21-Oct-2023 05:00 PM,11-Oct-2023 11:00 AM ,21-Oct-2023 05:00 PM ,11-Oct-2023 11:00 AM,21-Oct-2023 05:00 PM,executive officer,kendrapara municipality,AOC,1,2292664,MD AZHARUDDIN KHAN,20-Oct-2023 10:20 AM,Accepted-AOC,Md Azharuddin Khan is the lowest bidder,11-Aug-2025 10:25 PM,11-Aug-2025,"INR 1,164,128.57",30.0,Suryakanta Nayak,11-Aug-2025 10:25 PM,Azaruddin.pdf (421.00 KB),Md Azharuddin Khan is the lowest bidder,Chairperson,Internal,JEMEEOCP,Suryakanta Nayak,11-Aug-2025 10:19 PM,techsummary_466525.pdf (420.82 KB),Chairperson,Internal,JEMEEOCP,Suryakanta Nayak,11-Aug-2025 10:22 PM,finsummary_466525.pdf (420.82 KB),Municipal Bodies||Kendrapara Municipality,2023_ORULB_95300_50,03/KM 2023-24,CONSTRUCTION OF RCC DRAIN WITH COVER SLAB AND PAVER BLOCK ROAD FROM HINDUSTAN SHOE SHOP TO NILA SAHOO VIA BOSS HOUSE IN WARD NO-16,1.0,2292664.0,MD AZHARUDDIN KHAN,INR,"1,164,128.57",Finance,ok,Suryakanta Nayak,15-Nov-2024 12:15 AM,,BOQ Comparative Chart,AOC
,,,,,,2,ICICI NEFT/RTGS,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2292645,SK KAMALUDDIN,20-Oct-2023 09:52 PM,Rejected-Finance,Lowest two,11-Aug-2025 10:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
