S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2857246.0,SUBASHIS SAHOO,INR,"6,024,434",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,2025_EICCL_111400_1,Bid id 105 of 2024-25,Construction of section office cum residence building for R and B section at Gurundia under Rourkela R and B division,Technical,3 bidder has been participated,Alok Kumar Naik,18-Mar-2025 05:04 PM,,Alok Naik SE rourkela r and b dvision,Internal,HS Meena SrDAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Prajna Prajwolita Parida,14-Aug-2025 12:43 PM,finsummary_532405.pdf (662.45 KB),Alok Naik SE rourkela r and b dvision,Internal,HS Meena SrDAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Alok Kumar Naik,28-Apr-2025 01:00 PM,29-Apr-2025 11:00 AM,techsummary_532405.pdf (276.62 KB),Finance,3 no of bidder has been participated,Prajna Prajwolita Parida,14-Aug-2025 12:34 PM,finance_532405.pdf,BOQ Comparative Chart,1.0,2858546.0,"A R INFRA ,PROP-NELSAN KANDULNA",17-Mar-2025 01:05 PM,Rejected-AOC,Not Qualified in the Lottery,14-Aug-2025 12:47 PM,14-Aug-2025,"INR 6,024,434",180.0,Prajna Prajwolita Parida,14-Aug-2025 12:47 PM,Sectionofficeworkorder.pdf (662.00 KB),Agmt drawn and Work order issued,AOC,"70,900",Yes,fixed,,Nil,Nil,Construction of section office cum residence building for R and B section at Gurundia under Rourkela R and B division,Construction of section office cum residence building for R and B section at Gurundia under Rourkela R and B division,Please refer the tender document ,NA ,"70,86,736",Civil Works - Buildings,NA ,Tender,90.0,180.0,Rourkela,769012.0,NA ,NA ,NA ,Office of Superintending Engineer Rourkela R and B,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate, Registration in CDMS, PAN Card, GSTIN Certificate, Affidavit etc","10,000",0.0,Nil,Nil,No,06-Mar-2025 06:00 PM,18-Mar-2025 11:00 AM,06-Mar-2025 06:00 PM,17-Mar-2025 05:00 PM,NA ,NA ,06-Mar-2025 06:00 PM,17-Mar-2025 05:00 PM,29-Apr-2025 11:00 AM,1.0,ICICI BANK,Superintending Engineer Rourkela R and B Division,Office of Superintending Engineer Rourkela R and B division,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Bid id 105 of 2024-25,2025_EICCL_111400_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2858711.0,RATNAKAR NAIK,17-Mar-2025 01:41 PM,Rejected-AOC,Not Qualified in the Lottery,14-Aug-2025 12:47 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Financial instruments such as cost of tender paper, EMD, Affidavit etc",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2857246.0,SUBASHIS SAHOO,16-Mar-2025 08:17 PM,Accepted-AOC,Qualified in the Lottery,14-Aug-2025 12:47 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Experience Certificate, List of Machinaries,Lease Deeds , MOU with electrical contractor Affidavit e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relation Certificate, Schedule-E, Schedule-F, Affidavit etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
