Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
07-Nov-2024 06:55 PM,22-Nov-2024 11:00 AM,07-Nov-2024 06:55 PM,21-Nov-2024 05:00 PM,07-Nov-2024 06:55 PM ,21-Nov-2024 05:00 PM ,07-Nov-2024 06:55 PM,21-Nov-2024 05:00 PM,1.0,ICICI BANK,"16,037",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"AMC of 265 nos of AC machines (Make of Carrier/ Voltas/ LG) (Both Window AND Split) at District Head Quarter Hospital, Jharsuguda for the year 2024-25","AMC of 265 nos of AC machines (Make of Carrier/ Voltas/ LG) (Both Window AND Split) at District Head Quarter Hospital, Jharsuguda for the year 2024-25",Please refer Tender documents. ,NA ,"16,03,700",Electrical Works,NA ,Tender,90.0,365.0,Jharsuguda,768201.0,NA ,NA ,NA ,O/O the SE Jharsuguda R and B Division,No ,No,SE Jharsuguda R and B Division,O/O the SE Jharsuguda R and B Division,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC BOOK,TENDER COST,AFFIDAVIT,EMD,PAN ETC",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-09- OF 2024-25,2024_EICCL_106551_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2024_EICCL_106551_1,Bid Identification No-SE-RandB-JSG-09- OF 2024-25,"AMC of 265 nos of AC machines (Make of Carrier/ Voltas/ LG) (Both Window AND Split) at District Head Quarter Hospital, Jharsuguda for the year 2024-25",Superintending Engineer,Internal,EE SR DAO,Satyaban Patel,20-Aug-2025 11:18 AM,finsummary_514849.pdf (1023.07 KB),Finance,cs,Sandipta Panigrahi,17-Feb-2025 10:36 AM,,BOQ Comparative Chart,1.0,2656937.0,SOUMYA RANJAN BEHERA,INR,"1,363,305",20-Aug-2025,"INR 1,363,305",365.0,Satyaban Patel,20-Aug-2025 11:25 AM,265Ac.pdf (1023.00 KB),AOC,1,2657787,MARUTI CONSTRUCTIONS,21-Nov-2024 01:39 PM,Rejected-AOC,Lottery not in favour,20-Aug-2025 11:29 AM,Superintending Engineer,Internal,EE SR DAO,Satyaban Patel,20-Aug-2025 11:14 AM,techsummary_514849.pdf (1023.07 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2658120,M B Power & Solution,21-Nov-2024 03:18 PM,Rejected-AOC,Lottery not in favour,20-Aug-2025 11:29 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2655691,M/s Pramod Kumar Sahoo,20-Nov-2024 12:51 PM,Rejected-AOC,Lottery not in favour,20-Aug-2025 11:29 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2650782,M/s.TULSHI ENTERPRISES,17-Nov-2024 08:05 PM,Rejected-AOC,Lottery not in favour,20-Aug-2025 11:29 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2656937,SOUMYA RANJAN BEHERA,20-Nov-2024 09:10 PM,Accepted-AOC,Lottery in favour,20-Aug-2025 11:29 AM,,,,,,,AOC
