Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
12-Aug-2025,"INR 1,419,233.38",90.0,PADMINI MEHER,12-Aug-2025 05:01 PM,43SMC17.pdf (135.00 KB),SUCCESSFUL,Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_112085_17,43/SMC_SBP/2024-25,"Construction of paver block road from SDO Saukat ali house to Guddu furniture house and Sabir husan house to rammi house saukat ali bach side ,Sunapali, Chowk in Ward no .-29",1.0,2883783.0,ABDUL AZIZ ANSARY,INR,"1,419,233.38",1,2883783,ABDUL AZIZ ANSARY,14-Apr-2025 01:19 PM,Accepted-AOC,SUCCESSFUL,12-Aug-2025 05:01 PM,Finance,TENDER OPENED,Vedbhushan .,23-Apr-2025 10:14 AM,finance_535195.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,12-Aug-2025 04:59 PM,finsummary_535195.pdf (134.88 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,12-Aug-2025 04:57 PM,techsummary_535195.pdf (134.88 KB),AOC,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",04-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,04-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,04-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,Municipal Bodies||Sambalpur Municipal Corporation,43/SMC_SBP/2024-25,2025_ORULB_112085_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006","14,192",Yes,percentage,1.0%,Nil,Nil,"Construction of paver block road from SDO Saukat ali house to Guddu furniture house and Sabir husan house to rammi house saukat ali bach side ,Sunapali, Chowk in Ward no .-29","Construction of paver block road from SDO Saukat ali house to Guddu furniture house and Sabir husan house to rammi house saukat ali bach side ,Sunapali, Chowk in Ward no .-29",Please refer Tender documents. ,NA ,"14,19,232",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,AOC
,,,,,,,,,,,,,,,,2,2883809,ANANDA MAJHI,15-Apr-2025 10:19 AM,Rejected-Technical,UNSUCCESSFUL,12-Aug-2025 04:57 PM,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
