EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"7,40,050",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-23/2024-25,2025_CERWI_110847_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of Road and Bridge over Rengali Canal from N.H-55 to Sadasivpur Railway Station including RCC drain along the approach road in the District of Dhenkanal for the year 2024-25,Construction of Road and Bridge over Rengali Canal from N.H-55 to Sadasivpur Railway Station including RCC drain along the approach road in the District of Dhenkanal for the year 2024-25,Please refer Tender documents. ,NA ,"7,40,05,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Dhenkanal,759013.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,"Chief Engineer,RWC,Angul",At-Hakimpada Po-Hakimpada District- Angul Pin-759132,1.0,ICICI BANK,17-Feb-2025 01:40 PM,28-Feb-2025 11:00 AM,17-Feb-2025 01:40 PM,27-Feb-2025 05:00 PM,17-Feb-2025 01:40 PM ,25-Feb-2025 01:00 PM ,17-Feb-2025 01:40 PM,27-Feb-2025 05:00 PM,20-Mar-2025 11:00 AM,AOC,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,11-Aug-2025 01:49 PM,finsummary_530623.pdf (890.69 KB),Technical,Seventeen Bidders found,Baikuntha Nath Sarangi,28-Feb-2025 12:03 PM,technical_530623.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_110847_1,Road Online-AGL-23/2024-25,Construction of Road and Bridge over Rengali Canal from N.H-55 to Sadasivpur Railway Station including RCC drain along the approach road in the District of Dhenkanal for the year 2024-25,1.0,2833654.0,GOPALA CONSTRUCTION,INR,"62,911,627",1,2840272,ALEKH INFRACON PRIVATE LIMITED,27-Feb-2025 02:56 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,11-Aug-2025,"INR 62,911,627",360.0,Anup Kumar Behera,11-Aug-2025 01:55 PM,Scan10001.PDF (891.00 KB),REFUND OF E.M.D,Finance,Fifteen Bidders found,Mamatamayee Biswal,20-Mar-2025 11:38 AM,finance_530623.pdf,BOQ Comparative Chart,Chief Engineer,Internal,E.E DAO ESTIMATOR,Baikuntha Nath Sarangi,17-Mar-2025 04:45 PM,20-Mar-2025 11:00 AM,techsummary_530623.pdf (123.62 KB),AOC
,,,,,,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation,No Litigation certif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2839567,Bhagaban Nath,27-Feb-2025 11:08 AM,Rejected-Technical,Non-submission of UDYAM Registration certificate as per Clause No. 1.2.5 of ITB,17-Mar-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2839686,CMRGS INFRASTRUCTURE PROJECTS LIMITED,27-Feb-2025 04:20 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2833654,GOPALA CONSTRUCTION,23-Feb-2025 10:12 PM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2836910,KALPATARU MOHANTY,27-Feb-2025 03:01 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2840215,MAHENDRA SAHOO,27-Feb-2025 02:56 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2839150,MANAS RANJAN ROUT,26-Feb-2025 08:20 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2839827,Manoj Kumar Nayak,27-Feb-2025 12:49 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2838021,MONALISHA CONSTRUCTION,26-Feb-2025 03:15 PM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2839629,MOTIRANJAN SAHOO,27-Feb-2025 11:55 AM,Rejected-AOC,0,11-Aug-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC
