Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN",1.0,ICICI BANK,"S.E., Berhampur Irr. Divn., Berhampur","S.E., Berhampur Irr. Divn., Courtpeta, Berhampur","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2025-26,2025_CEBMB_114100_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC lining with in RD at RD 38600.00m to 38905.00m of 10th distributary of Rushikulya Irrigation System.,Construction of CC lining,Please refer Tender documents. ,NA ,"21,19,000",Civil Works - Others,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Divn., Berhampur",No ,No,03-Jun-2025 10:00 AM,13-Jun-2025 11:00 AM,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,03-Jun-2025 10:00 AM ,10-Jun-2025 05:30 PM ,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,"21,500",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,25-Jun-2025 01:35 PM,techsummary_541937.pdf (58.77 KB),Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,27-Jun-2025 12:54 PM,finsummary_541937.pdf (58.77 KB),Finance,Eleven bids downloaded Successfully.,Sucharita Panda,13-Jun-2025 03:15 PM,,BOQ Comparative Chart,15-Aug-2025,"INR 1,801,264",180.0,Nalin Kumar Patnaik,17-Aug-2025 11:41 AM,AOC_32.pdf (493.00 KB),Award to the Lottery Winner.,1,2963447,Ansuman Gouda,12-Jun-2025 12:16 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2025_CEBMB_114100_32,e-BEID-01/2025-26,Construction of CC lining with in RD at RD 38600.00m to 38905.00m of 10th distributary of Rushikulya Irrigation System.,1.0,2961956.0,SIBARAM SWAIN,INR,"1,801,264",AOC
,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2962056,DEBASIS KUMAR SAHU,12-Jun-2025 04:07 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2955472,ESWA RADHESYAM,09-Jun-2025 03:04 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2960449,PRASANNA KUMAR PADHI,11-Jun-2025 11:02 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2960707,SAGARIKA SAHU,12-Jun-2025 09:19 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2962197,Saheb Nayak,11-Jun-2025 06:49 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2960856,SANATAN SANGRAM SINGH,11-Jun-2025 10:47 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2961956,SIBARAM SWAIN,11-Jun-2025 05:03 PM,Accepted-AOC,Lottery Winner,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2961058,SURAJ KUMAR JENA,11-Jun-2025 02:43 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2955217,SURESH CHANDRA NAYAK,07-Jun-2025 04:09 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:41 AM,,,,,,,,,,AOC
