Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_112089_4,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,Reinforcement of Kainfulia TW LIP under Badasahi Block in Mayurbhanj District,1.0,2882060.0,DAYANIDHI KABI,INR,"769,408",Amruta Bagh,Internal,,AMRUTA KUMAR BAGH,16-May-2025 12:02 PM,17-May-2025 11:00 AM,techsummary_534866.pdf (2477.25 KB),1.0,Tender_Revocation_Corrigendum,Tender_Revocation_Corrigendum,14-May-2025 01:52 PM,Tender_Revocation_Corrigendum.pdf ,128.5,Technical Opening,Amruta Kumar Bagh,Internal,,AMRUTA KUMAR BAGH,20-Jun-2025 04:50 PM,finsummary_534866.pdf (2256.50 KB),04-Aug-2025,"INR 769,408",60.0,AMRUTA KUMAR BAGH,12-Aug-2025 12:18 PM,Kainfulia_I.pdf (307.00 KB),1,2880504,AJAY KUMAR GIRI,11-Apr-2025 03:37 PM,Rejected-Finance,Due to above L2,20-Jun-2025 04:50 PM,Technical,Accepted,AMRUTA KUMAR BAGH,15-May-2025 12:52 PM,technical_534866.pdf,Finance,Accepted,AMRUTA KUMAR BAGH,23-May-2025 12:33 PM,finance_534866.pdf,BOQ Comparative Chart,AOC,Reinforcement of Kainfulia TW LIP under Badasahi Block in Mayurbhanj District,Reinforcement of Kainfulia TW LIP under Badasahi Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"7,67,016",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,60.0,Baripada,757002.0,NA ,NA ,NA ,EE MLI Division Baripada,No ,No,"4,720",0.0,Nil,Nil,No,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,02-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,17-May-2025 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Tender paper Cost EMD GST PAN Civil HT License Experience Joint Venture etc as per DTCN,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,2025_OLIC_112089_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE MLI Division Baripada,EE MLI Division Baripada In front of stadium Bhonjpur Baripada Mayurbhanj 757002,"7,670",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2880971,BIBEKANANDA PRADHAN,10-Apr-2025 09:55 PM,Rejected-Finance,Due to above L2,20-Jun-2025 04:50 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2882060,DAYANIDHI KABI,11-Apr-2025 03:27 PM,Accepted-AOC,L1,12-Aug-2025 12:18 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2882493,ISHWAR CHANDRA NAYAK,11-Apr-2025 04:03 PM,Rejected-Finance,Due to above L2,20-Jun-2025 04:50 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2880314,MAHASWETA DHADA,11-Apr-2025 12:44 PM,Rejected-Finance,Due to above L2,20-Jun-2025 04:50 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2880924,MS SAI ENGINEERING & COMPANY,10-Apr-2025 06:22 PM,Rejected-AOC,L2,12-Aug-2025 12:18 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2880657,SUJATA PUSTI,11-Apr-2025 10:42 AM,Rejected-Finance,Due to above L2,20-Jun-2025 04:50 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
