Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,EE LI DIVISION BHUBANESWAR,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,"7,080",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,REVIVAL AND RE-ENERGISATION OF BEHENTA-II PASIAPADA-I AND II DAYABIHAR BENAGAON-II AND GADASAHI LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF BEHENTA-II PASIAPADA-I AND II DAYABIHAR BENAGAON-II AND GADASAHI LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"30,39,464",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KANAS,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"30,395",Yes,percentage,1.0%,Nil,Nil,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_10,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF BEHENTA-II PASIAPADA-I AND II DAYABIHAR BENAGAON-II AND GADASAHI LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 12:59 PM,finsummary_535398.pdf (979.00 KB),Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 02:39 PM,finance_535398.pdf,BOQ Comparative Chart,1.0,2885451.0,RAJIBA LOCHAN BEHERA,INR,"2,887,795",1,2886288,CHANDAN ELECTRICAL WORKS,16-Apr-2025 04:25 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,19-Aug-2025,"INR 2,887,795",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 01:03 PM,Behenta.pdf (979.00 KB),WORK ORDER AND AGREEMENT COMPLETED,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 01:57 PM,techsummary_535398.pdf (979.00 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2885460,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:29 PM,Rejected-Technical,Rejected,19-May-2025 01:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2886130,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,16-Apr-2025 03:00 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2884994,MADAN MOHAN BASTIA,15-Apr-2025 04:00 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2885238,MODERN WINDING AND ELECTRICALS,15-Apr-2025 07:21 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2885884,M/S DILIP KUMAR SAHOO,16-Apr-2025 12:53 PM,Rejected-Technical,Rejected,19-May-2025 01:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2882810,M/S. M.C.C. ASSOCIATES,12-Apr-2025 05:17 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2885834,M/S SHREELAXMI ENTERPRISERS,16-Apr-2025 12:38 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:59 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2885784,N CHHATOI GULSON NANDA,16-Apr-2025 01:20 PM,Rejected-Technical,Rejected,19-May-2025 01:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2885990,PRAKASH CHANDRA BARIK,16-Apr-2025 01:32 PM,Rejected-Technical,Rejected,19-May-2025 01:57 PM,,,,,,,,,,,,,,AOC
