Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-02/24-25,2025_STSCD_108953_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,03-Jan-2025 09:00 AM,22-Jan-2025 05:00 PM,03-Jan-2025 09:00 AM,17-Jan-2025 05:00 PM,NA ,NA ,03-Jan-2025 09:00 AM,17-Jan-2025 05:00 PM,02-Apr-2025 11:30 AM,1.0,ICICI BANK,Project Administrator,"Integrated Tribal Development Agency, Nabarangpur","10,000",0.0,Nil,Nil,No,"1,66,700",Yes,fixed,,Nil,Nil,"Construction of New 50 Seated PSH building at P.U.P.S, Burja under Umerkote Block","Construction of New 50 Seated PSH building at P.U.P.S, Burja under Umerkote Block",B and A Class ,NA ,"1,66,66,838",Civil Works - Buildings,Hostel Building ,Tender,90.0,270.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, GST, Undertakings",AOC,Technical,Technical Bids opened successfully,RAJEEB KUMAR SAHU,22-Jan-2025 11:12 PM,,"ADM, Nabarangpur",Internal,"P.A, ITDA, Nabarangpur, Dist. Treasury Officer, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur. Assistant Engineer, ITDA, Nabarangpur",RAJEEB KUMAR SAHU,11-Jun-2025 11:49 AM,finsummary_523271.pdf (337.60 KB),Finance,Financial Bids opened successfully,JAYKURBAN PETER TIRKEY,03-Apr-2025 12:05 PM,,BOQ Comparative Chart,"Collector, Nabarangpur",Internal,"P.A, ITDA, Nabarangpur, Superintendent Engineer, R and B, Nabarangpur Division, Treasury Officer, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,31-Mar-2025 12:28 PM,02-Apr-2025 11:30 AM,techsummary_523271.pdf (884.38 KB),01-Aug-2025,"INR 14,168,478",270.0,RAJEEB KUMAR SAHU,26-Aug-2025 05:16 PM,Burja.pdf (765.00 KB),1,2745722,Akbar Ali,17-Jan-2025 09:50 AM,Rejected-Finance,Disqualified in transparent Lottery system,11-Jun-2025 11:49 AM,ST and SC Development Deptt||ITDA Nabarangpur,2025_STSCD_108953_16,ITDANBG-02/24-25,"Construction of New 50 Seated PSH building at P.U.P.S, Burja under Umerkote Block",1.0,2750643.0,NITYANANDA BISWAS,INR,"14,168,478",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2757228,DHARANIDHAR SETHY,17-Jan-2025 06:41 AM,Rejected-Finance,Disqualified in transparent Lottery system,11-Jun-2025 11:49 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2743377,gouri sankar parida,11-Jan-2025 11:39 AM,Rejected-Technical,"Disqualified, as original affidavit not submitted",31-Mar-2025 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2750643,NITYANANDA BISWAS,16-Jan-2025 11:53 PM,Accepted-AOC,L1,26-Aug-2025 05:16 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2759724,SUBRAT MOHAPATRA,17-Jan-2025 02:41 PM,Rejected-AOC,L2,26-Aug-2025 05:16 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2758287,sura mallick,17-Jan-2025 10:46 AM,Rejected-Finance,Disqualified in transparent Lottery system,11-Jun-2025 11:49 AM,,,,,,,,,,AOC
