Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"ACE, Mechanical Circle, Berhampur","O/o ACE, Mechanical Circle, Berhampur",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACE/MCB/MDB-01/2025-26,2025_CEMWR_113107_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"17,100",No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"Supply, Fabrication and Erection of 06 no S.S gate work near village Bhetasingi of K.S Nagar Blcok under M.I Division,Ganjam No.II Brahmapur for the year 2024-25 MATY SCHEME.","Supply, Fabrication and Erection of 06 no S.S gate work near village Bhetasingi of K.S Nagar Blcok under M.I Division,Ganjam No.II Brahmapur for the year 2024-25 MATY SCHEME.",Please refer tender details. ,NA ,"17,06,264",Mechanical Works,HYDRO-MECHANICAL GATE ,Tender,90.0,60.0,Bhetasingi of K.S Nagar Blcok,761206.0,NA ,NA ,NA ,"O/o ACE, Mechanical Circle, Berhampur",No ,No,05-May-2025 10:00 AM,20-May-2025 12:00 PM,05-May-2025 10:00 AM,19-May-2025 05:30 PM,05-May-2025 10:00 AM ,19-May-2025 05:30 PM ,05-May-2025 10:00 AM,19-May-2025 05:30 PM,AOC,1,2925077,ABHISEKH ENTERPRISERS,19-May-2025 02:47 PM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,11-Aug-2025,"INR 1,706,264.93",60.0,KISHORE KUMAR BEHERA,11-Aug-2025 05:35 PM,AOC.pdf (1040.00 KB),KK behera,Internal,,KISHORE KUMAR BEHERA,11-Aug-2025 05:15 PM,techsummary_538433.pdf (2548.23 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_113107_1,ACE/MCB/MDB-01/2025-26,"Supply, Fabrication and Erection of 06 no S.S gate work near village Bhetasingi of K.S Nagar Blcok under M.I Division,Ganjam No.II Brahmapur for the year 2024-25 MATY SCHEME.",KK behera,Internal,,KISHORE KUMAR BEHERA,11-Aug-2025 05:29 PM,finsummary_538433.pdf (1708.83 KB),Finance,Summery,KISHORE KUMAR BEHERA,24-Jun-2025 02:05 PM,finance_538433.pdf,BOQ Comparative Chart,1.0,2910426.0,SUSHIL KUMAR DAS,INR,"1,450,495.81",AOC
,,,,.pdf,"RC,GST,PAN,ESI,EPF, and all other documents as per DTCN.",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2918324,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",14-May-2025 10:59 PM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2909882,BANASHREE BHUYAN,17-May-2025 08:30 PM,Rejected-Finance,Loser in transparent lottery process.,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2909895,LAXMIDHRA BHUYAN,17-May-2025 08:21 PM,Rejected-Finance,Loser in transparent lottery process.,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2910173,M/S Abirvab Steel Product,17-May-2025 01:03 PM,Rejected-Finance,Loser in transparent lottery process.,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2910212,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,18-May-2025 11:37 AM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2910223,M/S Ashreebad Fabricators,19-May-2025 04:30 PM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2910244,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,18-May-2025 01:54 PM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2924296,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,19-May-2025 11:12 AM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2923183,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",17-May-2025 09:38 PM,Rejected-Finance,Loser in transparent lottery process,11-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
