S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2077303.0,JANMEJAYA PADHAN,INR,"252,956.65",Finance,TENDER OPEND,Sanjeeb Toppo,15-Feb-2023 11:26 AM,finance_427076.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,19-Aug-2025 10:48 AM,finsummary_427076.pdf (2059.64 KB),Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_85757_11,30/SMC_SBP/2022-23,"Construction of C.C. road near Prabhakar kishan House,Kuluthkani, 34","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,19-Aug-2025 10:45 AM,techsummary_427076.pdf (2059.64 KB),19-Aug-2025,"INR 252,956.65",30.0,PADMINI MEHER,19-Aug-2025 10:50 AM,30SMC11.pdf (2060.00 KB),SUCCESSFUL,1,2077303,JANMEJAYA PADHAN,13-Feb-2023 02:05 PM,Accepted-AOC,SUCCESSFUL,19-Aug-2025 10:51 AM,AOC,"COMMISSIONER, SMC, SAMBALPUR","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI,768004","Construction of C.C. road near Prabhakar kishan House,Kuluthkani, 34","Construction of C.C. road near Prabhakar kishan House,Kuluthkani, 34",Please refer Tender documents. ,NA ,"2,52,956",Civil Works - Others,NA ,Tender,120.0,30.0,SAMBALPUR MUNICIPAL CORPORATION,768004.0,NA ,NA ,NA ,"SAMBALPUR MUNICIPAL CORPORATION, SAMBALPUR",No ,No,03-Feb-2023 11:00 AM,14-Feb-2023 11:00 AM,03-Feb-2023 11:00 AM,13-Feb-2023 05:00 PM,NA ,NA ,03-Feb-2023 11:00 AM,13-Feb-2023 05:00 PM,"2,530",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Sambalpur Municipal Corporation,30/SMC_SBP/2022-23,2023_ORULB_85757_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2077431,PADMASINI PATI,13-Feb-2023 03:26 PM,Rejected-Technical,UNSUCCESSFUL,19-Aug-2025 10:45 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2076667,RAMESH CHANDRA MAHAKUD,12-Feb-2023 11:35 PM,Rejected-Technical,UNSUCCESSFUL,19-Aug-2025 10:45 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2077224,SAROJ KUMAR PANI,13-Feb-2023 01:29 PM,Rejected-Technical,UNSUCCESSFUL,19-Aug-2025 10:45 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
