Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Construction of ACR at Badanuagaon Primary School,Dumuria","Construction of ACR at Badanuagaon Primary School,Dumuria",Please refer Tender documents. ,NA ,"14,20,069",Civil Works - Buildings,NA ,Tender,90.0,180.0,"panchayat Samiti Patna Block,office",758030.0,NA ,NA ,NA ,Confrence hall Block Office Patna,No ,No,Block Development Officer Patna,at Panchayat Samiti Patna Block dist- Keonjhar,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan,Adhar GST licence no relation Certificate afidavit other document as DTCN","14,200",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||PATNA Block,Online Bid ID No.01-Patna (KJR/2025-2026),2025_PRBPN_112962_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,02-May-2025 09:00 AM,14-May-2025 09:00 AM,02-May-2025 09:00 AM,13-May-2025 05:00 PM,NA ,NA ,02-May-2025 09:00 AM,13-May-2025 05:00 PM,AOC,1,2910226,Prahallada Chandra Sahu,11-May-2025 07:50 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:40 PM,02-Aug-2025,"INR 1,207,201",180.0,Manas Kumar Dandapat,02-Aug-2025 04:45 PM,ACRbadanuagaonPS.pdf (333.00 KB),BDO Patna,Internal,"AEE Patna,BFO Patna,SO Patna,SRA Patna",Manas Kumar Dandapat,02-Aug-2025 04:35 PM,techsummary_538072.pdf (383.82 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||PATNA Block,2025_PRBPN_112962_8,Online Bid ID No.01-Patna (KJR/2025-2026),"Construction of ACR at Badanuagaon Primary School,Dumuria",BDO Patna,Internal,"AEE Patna,BFO Patna,SO Patna,SRA Patna",Manas Kumar Dandapat,02-Aug-2025 04:40 PM,finsummary_538072.pdf (383.82 KB),Finance,3 nos of bidders are participated in this tender,Manas Kumar Dandapat,14-May-2025 12:55 PM,,BOQ Comparative Chart,1.0,2910228.0,SURESH CHANDRA SAHOO,INR,"1,207,201",AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2914162,SHAIKH JOBER PARWAYS,12-May-2025 07:37 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2910228,SURESH CHANDRA SAHOO,09-May-2025 12:02 PM,Accepted-AOC,Tender accepted in lottery,02-Aug-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
