Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
25-Jan-2025 02:30 PM,06-Feb-2025 11:00 AM,25-Jan-2025 02:30 PM,05-Feb-2025 05:00 PM,25-Jan-2025 02:30 PM ,04-Feb-2025 05:00 PM ,25-Jan-2025 02:30 PM,05-Feb-2025 05:00 PM,25-Apr-2025 11:00 AM,Periodical Maintenance of 5 years completed PMGSY work such as providing SDBC for Package No. 01/Patnagarh in the district of Bolangir for the year 2024-25,Periodical Maintenance of 5 years completed PMGSY work such as providing SDBC for Package No. 01/Patnagarh in the district of Bolangir for the year 2024-25,Please refer Tender documents. ,NA ,"2,06,44,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o C.C.E, R.W.Circle, Bolangir",No ,No,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o the Chief Construction Engineer, R.W.Circle, Bolangir",1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate","2,06,440",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-12/2024-25,2025_CERWI_109813_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,57 nos bids opened,Sukadev Mahali,06-Feb-2025 01:50 PM,technical_527200.pdf,CE RW I||RWCIRCLE-BALANGIR,2025_CERWI_109813_3,BLGR-Online-12/2024-25,Periodical Maintenance of 5 years completed PMGSY work such as providing SDBC for Package No. 01/Patnagarh in the district of Bolangir for the year 2024-25,S Mahali,Internal,,Sukadev Mahali,02-Aug-2025 12:25 PM,finsummary_527200.pdf (387.21 KB),1.0,2795668.0,LALAN PRASAD GUPTA,INR,"17,548,100.755",02-Aug-2025,"INR 20,642,395.9",90.0,Sukadev Mahali,02-Aug-2025 12:28 PM,pdf.pdf (387.00 KB),Success in lottery system,1,2793065,AMREEN BANU,01-Feb-2025 06:54 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,S Mahali,Internal,,Sukadev Mahali,21-Apr-2025 01:15 PM,25-Apr-2025 11:00 AM,techsummary_527200.pdf (1527.02 KB),Finance,Financial Bids are opened,Sukadev Mahali,25-Apr-2025 11:56 AM,finance_527200.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn Over, Similar Nature of Work, Machinaries and others documents as per DTCN",,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2793902,ANKIT AGRAWAL,02-Feb-2025 06:03 PM,Rejected-Technical,Work in hand not furnished,21-Apr-2025 01:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2795739,Ankit Kumar Agrawal,04-Feb-2025 04:32 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2798982,ASHUTOSH SAHU,05-Feb-2025 04:24 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2798784,BAJRANGLAL JAIN,05-Feb-2025 02:31 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2799097,BALAMAKUNDA PUROHIT,05-Feb-2025 04:24 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2798319,BASANT AGRAWAL,05-Feb-2025 11:26 AM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2794302,BIJAY KUMAR SAHU,03-Feb-2025 05:34 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2794228,Chandrakant Singh Thakur,05-Feb-2025 09:25 AM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2799043,DEBESWA DATT MEHER,05-Feb-2025 03:08 PM,Rejected-Finance,Unsuccess in lottery system,02-Aug-2025 12:25 PM,,,,,,,,,,,,,,AOC
