Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Rourkela Municipal Corporation,2025_RMC_111319_8,MC/RMC/15/2025,"Construction of Internal Drain and repair of road at Nabakrushna Nagar, RFT under RMC, Rourkela.",Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,02-Jun-2025 12:18 PM,finsummary_532194.pdf (1317.32 KB),Technical,Financial BID opening,Manas Biswal,05-Apr-2025 01:11 PM,technical_532194.pdf,1.0,2861462.0,SUSANTA KUMAR SETHI,INR,"4,780,135.71",Finance,EMD refund,Birendra Nanda,02-Jun-2025 11:44 AM,finance_532194.pdf,BOQ Comparative Chart,08-Aug-2025,"INR 4,780,135.71",120.0,Birendra Nanda,08-Aug-2025 11:52 AM,BID15.pdf (1317.00 KB),Awarded to Sushanta Kumar Sethi,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,05-Apr-2025 01:33 PM,05-Apr-2025 01:35 PM,techsummary_532194.pdf (770.28 KB),1,2858613,HEMA MINZ,17-Mar-2025 01:20 PM,Rejected-Finance,By The Tender Committee,02-Jun-2025 12:18 PM,AOC,"10,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",1.0,ICICI BANK,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/15/2025,2025_RMC_111319_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Internal Drain and repair of road at Nabakrushna Nagar, RFT under RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"56,23,000",Civil Works - Others,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"56,230",Yes,fixed,,Nil,Nil,04-Mar-2025 06:00 PM,20-Mar-2025 11:00 AM,04-Mar-2025 06:00 PM,19-Mar-2025 05:00 PM,NA ,NA ,04-Mar-2025 06:00 PM,19-Mar-2025 05:00 PM,05-Apr-2025 01:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2861462,SUSANTA KUMAR SETHI,18-Mar-2025 03:08 PM,Accepted-AOC,By The Tender Committee,08-Aug-2025 11:52 AM,AOC,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2862360,"TRILOK NATH CONSTRUCTION ,PROPRIETOR - ANAND CHANDEL",19-Mar-2025 04:28 PM,Rejected-Finance,By The Tender Committee,02-Jun-2025 12:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
