Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
22-Jun-2025,"INR 613,906.39",60.0,Shiladitya Mishra,21-Aug-2025 06:46 PM,LOA05CHHATA.pdf (599.00 KB),Award of Contract,Finance,BOS,Narottama Beura,04-Jun-2025 04:01 PM,finance_541072.pdf,BOQ Comparative Chart,Deputy Director GWD Division II,Internal,"Junior Engineer, Asst. Accountant, Geologist 1, Geologist 2, Geologist 3",Shiladitya Mishra,21-Jun-2025 12:32 PM,finsummary_541072.pdf (545.81 KB),1,2950482,AJIT SAMANTASINHAR,03-Jun-2025 09:59 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,Ground Water Survey and Investigation,2025_GWSI_113840_1,05/GWRSD/CHHATA/2025-26,Construction of 02 nos. RRHS in Nayagarh ULB area of Nayagarh district for FY-2025-26. 05/GWRSD/CHHATA/2025-26,1.0,2950674.0,UDAYA NATH SWAIN,INR,"613,906.39",Deputy Director GWD Division II,Internal,"Junior Engineer, Asst. Accountant, Geologist 1, Geologist 2, Geologist 3",Shiladitya Mishra,21-Jun-2025 12:16 PM,techsummary_541072.pdf (545.81 KB),AOC,26-May-2025 11:00 AM,04-Jun-2025 12:30 PM,26-May-2025 11:00 AM,04-Jun-2025 11:00 AM,NA ,NA ,26-May-2025 11:00 AM,04-Jun-2025 11:00 AM,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"Deputy Director, Geology, GWD Division-II","Deputy Director, Geology, GWD Division-II ,Plot-A by 2, Unit-V, Bhubaneswar","7,500",Yes,fixed,,Nil,Nil,Construction of 02 nos. RRHS in Nayagarh ULB area of Nayagarh district for FY-2025-26. 05/GWRSD/CHHATA/2025-26,Construction of 02 nos. RRHS in Nayagarh ULB area of Nayagarh district for FY-2025-26.,Please refer Tender documents. ,NA ,"7,22,157",Civil Works - Others,NA ,Tender,90.0,60.0,"GWD Division-II ,Plot-A by2, Unit-V, Bhubaneswar",751001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Ground Water Survey and Investigation,05/GWRSD/CHHATA/2025-26,2025_GWSI_113840_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,tenderpaper,AOC
,,,,,,,,,,,,,,,,,,,2,2937312,AMRUT CONSTRUCTION & ENGINEERING SERVICES,28-May-2025 12:38 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,AOC
,,,,,,,,,,,,,,,,,,,3,2941246,ANUSAYA SWAIN,30-May-2025 02:52 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2949145,DIPTI RANJAN SAHOO,02-Jun-2025 06:36 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2947926,FIDA HOSEN KHAN,02-Jun-2025 11:00 AM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2949054,HRUSIKESH ROUT,02-Jun-2025 04:56 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2950677,Jagadish Swain,04-Jun-2025 10:40 AM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2935242,KESHAB CHANDRA NAYAK,27-May-2025 03:13 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2950338,PRADYUMNA KUMAR SAHU,03-Jun-2025 07:24 PM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2950652,PRAMODA KUMAR SWAIN,04-Jun-2025 10:14 AM,Rejected-AOC,Did not win Lottery,21-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
