Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,14-Jul-2025 07:21 PM,techsummary_542913.pdf (215.51 KB),1,2978177,M/s. TECHNO CRAFTS,23-Jun-2025 01:05 PM,Accepted-AOC,1st lowest,23-Aug-2025 08:45 PM,23-Aug-2025,"INR 2,038,369.78",365.0,Swagatika Naik,23-Aug-2025 08:44 PM,lift.pdf (361.00 KB),Work order copy,Finance,Tender evaluation sheet,Swagatika Naik,14-Jul-2025 07:15 PM,finance_542913.pdf,BOQ Comparative Chart,1.0,2978177.0,M/s. TECHNO CRAFTS,INR,"2,038,369.78",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2025_EICCL_114401_1,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,"Annual Maintenance Contract for 20 Numbers of lift in College Quarters and Hostel in GMCH , Sundargarh for the year 2025.26.",SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,23-Aug-2025 08:40 PM,finsummary_542913.pdf (361.14 KB),AOC,"6,000",0.0,Nil,Nil,No,"23,978",Yes,percentage,1.0%,Nil,Nil,13-Jun-2025 10:00 AM,24-Jun-2025 11:00 AM,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,13-Jun-2025 10:00 AM ,23-Jun-2025 05:00 PM ,13-Jun-2025 10:00 AM,23-Jun-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-03 OF 2025-26,2025_EICCL_114401_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD ,Licence ,PAN,GSTIN, Affidavit, Schedule-A, etc.","SE R AND B DIVISION, SUNDARGARH","O/O the SE R AND B DIVISION, SUNDARGARH","Annual Maintenance Contract for 20 Numbers of lift in College Quarters and Hostel in GMCH , Sundargarh for the year 2025.26.","Annual Maintenance Contract for 20 Numbers of lift in College Quarters and Hostel in GMCH , Sundargarh for the year 2025.26.",Please refer Tender documents. ,NA ,"23,97,800",Electrical Works,NA ,Tender,90.0,365.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE R AND B DIVISION, SUNDARGARH",No ,No,1.0,ICICI BANK,AOC
,,,,,,2,2977723,PANDA ENGICON,22-Jun-2025 08:11 PM,Rejected-Technical,Lift specialised Agency Certificate not submitted,14-Jul-2025 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,2978144,TEJAS ELEVATOR PRIVATE LIMITED,23-Jun-2025 01:48 PM,Rejected-AOC,2nd Lowest,23-Aug-2025 08:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
