S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2979861.0,BISWANATH HANSDAH,INR,"23,558,483.81","Dayasindhu Parida, Sub-Collector Baripada",Internal,"D. Parida Sub-Collector,S.S Behera, Accountant, B.K Hembram Secretary, B. Munda JE, D. Mallick AE",DAYASINDHU PARIDA,16-Aug-2025 11:54 AM,finsummary_542139.pdf (186.61 KB),Technical,Bid opened,DAYASINDHU PARIDA,16-Jul-2025 01:22 PM,technical_542139.pdf,Odisha State Agricultural Marketing Board||RMC Baripada,2025_OSAMB_114190_1,Bid Id No-301/RMC/2024-25,"Construction of Agricultural Marketing Infrastructure at Takatpur Main Market Yard under RMC, Baripada",Finance,Financial bid opened,DAYASINDHU PARIDA,29-Jul-2025 05:03 PM,finance_542139.pdf,BOQ Comparative Chart,"Dayasindhu Parida, Sub-Collector Baripada",Internal,"Dayasindhu Parida, Chairman RMC Baripada, B.K Hembram, Secretary RMC Baripada, S.S Behera, Accountant RMC Baripada,Sri D.Mallick, AE OSAM Board, Sri B. Munda, JE OSAM Board Bhubaneswar",DAYASINDHU PARIDA,16-Jul-2025 01:45 PM,21-Jul-2025 11:30 AM,techsummary_542139.pdf (294.02 KB),1,2979806,AJAY KUMAR SETHI,25-Jun-2025 12:10 PM,Rejected-Technical,He has not submitted experience certificate as per DTCN,16-Jul-2025 01:45 PM,16-Aug-2025,"INR 23,558,483.81",270.0,DAYASINDHU PARIDA,16-Aug-2025 11:57 AM,Agmt.pdf (180.00 KB),agreement drawn,AOC,"Construction of Agricultural Marketing Infrastructure at Takatpur Main Market Yard under RMC, Baripada","Construction of Agricultural Marketing Infrastructure at Takatpur Main Market Yard under RMC, Baripada",Please refer Tender documents. ,NA ,"2,77,12,603",Civil Works - Buildings,NA ,Tender,90.0,270.0,Takatpur,757003.0,NA ,NA ,NA ,"O/o the RMC Baripada, Takatpur",No ,No,"2,77,126",Yes,fixed,,Nil,Nil,"Sub-Collector Baripada-cum-Chairman, RMC Baripada","O/o the RMC Baripada, Takatpur, Baripada Dist-Mayurbhanj",1.0,ICICI BANK,"10,000",Nil,Nil,No,Odisha State Agricultural Marketing Board||RMC Baripada,Bid Id No-301/RMC/2024-25,2025_OSAMB_114190_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EMD, GSTIN, Affidavit, Machinery and other required documents as per DTCN",05-Jun-2025 10:00 AM,26-Jun-2025 11:30 AM,05-Jun-2025 10:00 AM,25-Jun-2025 05:00 PM,05-Jun-2025 10:00 AM ,25-Jun-2025 05:00 PM ,05-Jun-2025 10:00 AM,25-Jun-2025 05:00 PM,21-Jul-2025 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2978728,ASHOK KUMAR DAS,25-Jun-2025 04:26 PM,Rejected-Finance,L2 tenderer,16-Aug-2025 11:54 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2979861,BISWANATH HANSDAH,25-Jun-2025 12:39 PM,Accepted-AOC,Work order issued,16-Aug-2025 11:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2976550,JAYMADHAB BEHERA,25-Jun-2025 11:31 AM,Rejected-Technical,"He has not submitted experience certificate, EPF up to challan, Required annual turnover, ESI registration certificate as per DTCN",16-Jul-2025 01:45 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2973332,PURNA CHANDRA BARIK,25-Jun-2025 10:01 AM,Rejected-Technical,Does not furnished valid labour license or affidavit,16-Jul-2025 01:45 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2979315,Rakesh kumar Nayak,24-Jun-2025 06:02 PM,Rejected-Technical,He has not submitted experience certificate as per DTCN,16-Jul-2025 01:45 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2977958,SUDARSAN PUTHAL,25-Jun-2025 12:20 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery Context,16-Aug-2025 11:54 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2977616,TAPAN KUMAR SAHU,22-Jun-2025 02:49 PM,Rejected-Technical,He has not submitted experience certificate with ESI registration certificate as per DTCN,16-Jul-2025 01:45 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
