Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Improvement of Paver Road from Rinki Rout Res. to Jayapal Res, W.No.8",Paver Road Work,Please refer Tender Documents  ,NA ,"3,19,000",Civil Works - Roads,NA ,Tender,180.0,60.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir","2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",16-Oct-2023 05:00 PM,30-Oct-2023 11:00 AM,16-Oct-2023 05:00 PM,27-Oct-2023 05:00 PM,NA ,NA ,16-Oct-2023 05:00 PM,27-Oct-2023 05:00 PM,1,ICICI BANK,Municipal Bodies||Balangir Municipality,BLGR MPTY/08(01-53)/2023-24,2023_ORULB_95709_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,190",Yes,percentage,1.0%,Nil,Nil,AOC,Municipal Bodies||Balangir Municipality,2023_ORULB_95709_10,BLGR MPTY/08(01-53)/2023-24,"Improvement of Paver Road from Rinki Rout Res. to Jayapal Res, W.No.8","SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,19-Aug-2025 11:30 AM,finsummary_467806.pdf (189.03 KB),Finance,2 Nos. of contractors have participated,Biswambhar Mishra,08-Nov-2023 01:25 PM,,BOQ Comparative Chart,1.0,2296037.0,BASANTA TRIPATHY,INR,"262,015.4",20-Aug-2025,"INR 262,015.4",60.0,Rojalisa Rout,20-Aug-2025 11:30 AM,WO0820232410.pdf (51.00 KB),"After approval of the tender Committee, the contractor Sri Basanta Tripathy is awarded the above work vide W/O No.6242 Dt.30.12.2024",1,2296564,ALOK KUMAR SINGH,26-Oct-2023 01:09 PM,Rejected-Finance,other then L1 Bidder,19-Aug-2025 11:30 AM,"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,19-Aug-2025 11:22 AM,techsummary_467806.pdf (565.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2296037,BASANTA TRIPATHY,26-Oct-2023 10:00 AM,Accepted-AOC,L1,20-Aug-2025 11:30 AM,,,,,,,AOC
