Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
23-Jun-2025 11:00 AM,08-Jul-2025 11:00 AM,23-Jun-2025 11:00 AM,07-Jul-2025 05:00 PM,23-Jun-2025 11:00 AM ,07-Jul-2025 05:00 PM ,23-Jun-2025 11:00 AM,07-Jul-2025 05:00 PM,11-Jul-2025 11:20 AM,1.0,Fee/PreQual/Technical,.pdf,"License, GST, PAN etc","6,000",0.0,Nil,Nil,No,"Construction of Shed inside Wealth Center of NAC, Odagaon","Construction of Shed inside Wealth Center of NAC, Odagaon",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,60.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,1.0,ICICI BANK,Municipal Bodies||Odagaon NAC,NAC-ODG-01/2025-26,2025_ORULB_114654_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,200",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,"NAC OFFICE, ODAGAON, NAYAGARH",AOC,01-Aug-2025,"INR 949,735",60.0,Nihar Ranjan Behera,14-Aug-2025 04:24 PM,1396.pdf (393.00 KB),1,2991222,AMRIT PRIYADARSHAN PANDA,06-Jul-2025 12:42 PM,Accepted-AOC,Selected through Transparent lottery process,14-Aug-2025 04:24 PM,Finance,Tender opened by EO and Team,Nihar Ranjan Behera,11-Jul-2025 12:39 PM,,BOQ Comparative Chart,Administrator,Internal,"MIS, Accountant, JE, AE and EO",Nihar Ranjan Behera,11-Jul-2025 11:18 AM,11-Jul-2025 11:20 AM,techsummary_543761.pdf (770.55 KB),Administrator,Internal,"EO, ME, JE, Accountant, MIS CP",Nihar Ranjan Behera,24-Jul-2025 03:34 PM,finsummary_543761.pdf (851.05 KB),Technical,Tender opened by Tender Committee,Nihar Ranjan Behera,08-Jul-2025 12:15 PM,,Municipal Bodies||Odagaon NAC,2025_ORULB_114654_1,NAC-ODG-01/2025-26,"Construction of Shed inside Wealth Center of NAC, Odagaon",1.0,2991222.0,AMRIT PRIYADARSHAN PANDA,INR,"949,735.33",AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2992323,ANJALI SAHOO,07-Jul-2025 04:07 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2991831,BIPIN KUMAR NAYAK,07-Jul-2025 01:00 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2992434,KUNA SWAIN,07-Jul-2025 04:51 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2991504,MAMATA KUMARI DASH,06-Jul-2025 07:36 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2992185,MAMATA PATRA,07-Jul-2025 02:14 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2989940,MANORANJAN JENA,05-Jul-2025 06:44 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2988802,PANU SETHI,06-Jul-2025 06:50 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2991874,PRABHATI PRADHAN,07-Jul-2025 12:07 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2992290,PRAMOD KUMAR DORA,07-Jul-2025 03:56 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,2991432,PRITAM PATRA,06-Jul-2025 06:07 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,2991742,PRIYARANJAN BHATTA,07-Jul-2025 02:36 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,2991933,RENU NAYAK,07-Jul-2025 01:18 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,2991009,SANTOSH KUMAR DAS,06-Jul-2025 12:41 PM,Rejected-AOC,Rejected through Transparent lottery process,14-Aug-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
