S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage
1.0,2602485.0,SOMANATH MEHER,INR,"5,832,547",EXECUTIVE ENGINEER,Internal,"EE,DAO,AEE ESTIMATOR,AE ESTIMATOR",Sanjay Kumar Mishra,14-May-2025 06:47 PM,finsummary_510296.pdf (182.94 KB),Technical,OK,Debika Pradhan,04-Nov-2024 01:45 PM,,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2024_CERWI_105802_4,ONLINE-BGH-02/2024-25,"Construction of BPHU at CHC, Sohela in Sohela block for 2024-25",Finance,ok,Debika Pradhan,12-Nov-2024 12:01 PM,,BOQ Comparative Chart,Executive Engineer,Internal,"EE,DAO,AEE Estimator,AE Estimator",Sanjay Kumar Mishra,11-Nov-2024 12:11 PM,12-Nov-2024 11:00 AM,techsummary_510296.pdf (485.36 KB),1,2596796,AAKRISH CONSTRUCTION,28-Oct-2024 05:22 PM,Rejected-Finance,L2,14-May-2025 06:47 PM,14-May-2025,"INR 5,832,547",270.0,Sanjay Kumar Mishra,16-Aug-2025 10:20 AM,SOHELABLOCK.pdf (416.00 KB),AOC,"Construction of BPHU at CHC, Sohela in Sohela block for 2024-25",Building works,Please refer Tender documents. ,NA ,"68,61,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,Bargarh,768028.0,NA ,NA ,NA ,"E.E., R.W.Division, Bargarh",No ,No,22-Oct-2024 05:00 PM,04-Nov-2024 11:00 AM,22-Oct-2024 05:00 PM,02-Nov-2024 05:00 PM,22-Oct-2024 05:00 PM ,02-Nov-2024 04:00 PM ,22-Oct-2024 05:00 PM,02-Nov-2024 05:00 PM,12-Nov-2024 11:00 AM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, RC,PAN, GSTIN, Affidavits, No Relation, Others doc as per DTCN.",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,ONLINE-BGH-02/2024-25,2024_CERWI_105802_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"68,610",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,"Executive Engineer, R.W.Division, Bargarh.",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2606585,SHREE SIDDHIVINAYAK CORPORATION,02-Nov-2024 03:49 PM,Rejected-Finance,Unsuccessful Bidder in Lottery Process,14-May-2025 06:47 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2602485,SOMANATH MEHER,31-Oct-2024 05:24 PM,Accepted-AOC,SUCCESSFUL BIDDER,16-Aug-2025 10:20 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
