EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,700",Yes,fixed,,Nil,Nil,Repair And Improvement To Asanabani Check Dam Over Barei Nallah Near Village Asanabani In Ghatgaon Block Of Keonjhar District For The Year 2025-26,Repair And Improvement To Asanabani Check Dam Over Barei Nallah Near Village Asanabani In Ghatgaon Block Of Keonjhar District For The Year 2025-26,Please refer Tender documents. ,NA ,"6,66,813",Civil Works - Others,NA ,Rate Contract,90.0,60.0,GHATAGAON,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No.- 01 / MIDA / 2025-26,2025_CEMIB_112306_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN",1.0,ICICI BANK,08-Apr-2025 10:00 AM,17-Apr-2025 05:00 PM,08-Apr-2025 10:05 AM,17-Apr-2025 04:00 PM,NA ,NA ,08-Apr-2025 10:10 AM,17-Apr-2025 04:00 PM,AOC,SE,Internal,,Ashok Kumar Sethi,11-Aug-2025 12:00 AM,finsummary_535684.pdf (200.56 KB),SE,Internal,,Ashok Kumar Sethi,10-Aug-2025 11:57 PM,techsummary_535684.pdf (200.56 KB),1,2883202,BHAGABAN BEHERA,13-Apr-2025 01:24 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_112306_16,Bid Identification No.- 01 / MIDA / 2025-26,Repair And Improvement To Asanabani Check Dam Over Barei Nallah Near Village Asanabani In Ghatgaon Block Of Keonjhar District For The Year 2025-26,1.0,2886087.0,Mamata Mayee Mishra,INR,"566,858.44",11-Aug-2025,"INR 566,858.44",60.0,Ashok Kumar Sethi,11-Aug-2025 12:03 AM,Asanabani1.pdf (201.00 KB),Finance,summary,Ashok Kumar Sethi,10-Aug-2025 11:50 PM,finance_535684.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,2,2886459,BISHNU PRASAD BEHERA,16-Apr-2025 05:51 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2887457,DIBYARANJAN ROUT,17-Apr-2025 03:48 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2882686,HITESH KUMAR PRUSTY,11-Apr-2025 07:06 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2886382,KANAKALATA SETHI,16-Apr-2025 05:04 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2885432,KAPILA CHARAN MALIK,15-Apr-2025 10:54 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2886087,Mamata Mayee Mishra,16-Apr-2025 02:17 PM,Accepted-AOC,aoc,11-Aug-2025 12:03 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2886275,PRITIPRAVA GHADEI,16-Apr-2025 04:28 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2884828,RADHANATH SETHY,15-Apr-2025 02:17 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2882926,RASMILATA PALEI,12-Apr-2025 02:40 PM,Rejected-Technical,Rejected After Lottery,10-Aug-2025 11:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC
