S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,2999096,BARENDRA KRISHNA MATAGAJSINGH,14-Jul-2025 02:39 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,ST and SC Development Deptt||ITDA Rairangpur,2025_STSCD_114749_36,TCN02/2025-26,Upgradation of PSH Building at Gambharia School under Bahalda Block.,1.0,2997966.0,SARBESWAR MOHANTA,INR,"4,566,708.3",20-Aug-2025,"INR 4,566,708.3",180.0,Jogaranjan Nayak,20-Aug-2025 04:38 PM,AOCdetails02202526.pdf (2883.00 KB),Sarbeswar Mohanta B Class Diploma Engineer Contractor selected as valid and L1 in transparent lottery system and he has been deposited APSD as per OPWD Code and work order has been issued.,Finance,Accepted this tender Work SI.No. 36 of Bid Identification No. 02/2025-26 due to more than one bidders are participating. Evaluation or scrutinization is to be taken up after opening of technical bid with all criteria.,Jogaranjan Nayak,20-Aug-2025 04:20 PM,,BOQ Comparative Chart,JogaranjanNayak,Mixed,AmarNathSubudhiAEEstimatroGulsandevMarkamAEEManojkumarBindhaniJEArupanandaParamanikPEJnanendraKumarSamalADWOPrakashRanjanDuttaSOSureshKumarMajhiSRA,Jogaranjan Nayak,20-Aug-2025 04:30 PM,finsummary_544130.pdf (532.97 KB),JogaranjanNayak,Mixed,AmarNathSubudhiAEEstimatroGulsandevMarkamAEEManojkumarBindhaniJEArupanandaParamanikPEJnanendraKumarSamalADWOPrakashRanjanDuttaSOSureshKumarMajhiSRA,Jogaranjan Nayak,20-Aug-2025 04:24 PM,techsummary_544130.pdf (532.97 KB),AOC,ST and SC Development Deptt||ITDA Rairangpur,TCN02/2025-26,2025_STSCD_114749_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jun-2025 06:00 PM,15-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,14-Jul-2025 05:30 PM,NA ,NA ,24-Jun-2025 06:00 PM,14-Jul-2025 05:30 PM,"53,720",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,"PA, ITDA, Rairangpur","At-Ward No-03, Mandir Sahi, PO/PS-Rairangpur, Dist-Mayurbhanj",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Upgradation of PSH Building at Gambharia School under Bahalda Block.,Upgradation of PSH Building at Gambharia School under Bahalda Block.,As per tender documents. ,NA ,"53,71,966",Civil Works - Buildings,NA ,Tender,90.0,180.0,Gambharia School,757046.0,NA ,NA ,NA ,"ITDA, Rairangpur",No ,No,AOC
2,2996677,BHABENDU KUMAR MOHANTA,11-Jul-2025 06:54 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
3,2999179,DEBASHISH NAYAK,14-Jul-2025 03:38 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2998580,GAURANGA KUMAR KAR,14-Jul-2025 10:14 AM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2998664,KAMALA KANTA NAYAK,14-Jul-2025 12:12 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2998186,RAHUL KUMAR YADAV,13-Jul-2025 07:20 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2997675,RAJESH KUMAR BARIK,12-Jul-2025 11:48 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2996769,SANATAN MOHANTA,12-Jul-2025 05:06 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2997966,SARBESWAR MOHANTA,13-Jul-2025 02:04 PM,Accepted-AOC,Lottery Winner L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2996474,SATYA SUNDAR DAS,11-Jul-2025 05:28 PM,Rejected-AOC,L1,20-Aug-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
