Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER RURAL WORKS DIVISION, GAJAPATI, PARALAKHEMUNDI",1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper and EMD Online, License, Pan, GST, Affidavits as per DTCN",600.0,0.0,Nil,Nil,No,Periodical maintenance to E type qtr at Rayagada for staff of Rayagada Tahasil office for the year 2024-25,Periodical maintenance to E type qtr at Rayagada for staff of Rayagada Tahasil office for the year 2024-25,Please refer Tender documents. ,NA ,"1,68,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,"Gajapati, Paralakhemundi",761200.0,NA ,NA ,NA ,SE RWD GAJAPATI PARALAKHEMUNDI,No ,No,25-Jan-2025 09:00 AM,01-Feb-2025 11:30 AM,25-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,NA ,NA ,25-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,1.0,ICICI BANK,"1,680",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,10/GJP/2024-25,2025_CERWI_109789_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SUPERINTENDING ENGINEER,Internal,"DAO, Estimator",Puspanjali Nayak,07-Aug-2025 03:31 PM,finsummary_527162.pdf (390.96 KB),SUPERINTENDING ENGINEER,Internal,"DAO, Estimator",Puspanjali Nayak,07-Aug-2025 03:25 PM,techsummary_527162.pdf (390.96 KB),07-Aug-2025,"INR 167,742.9",30.0,Puspanjali Nayak,07-Aug-2025 03:36 PM,Etyperayagada.pdf (611.00 KB),1,2790092,BINNALA VIJAYA BABU,30-Jan-2025 09:34 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,2025_CERWI_109789_17,10/GJP/2024-25,Periodical maintenance to E type qtr at Rayagada for staff of Rayagada Tahasil office for the year 2024-25,1.0,2790793.0,JALUMURU SANKAR RAO,INR,"142,598",Finance,Admitted,Puspanjali Nayak,07-Aug-2025 03:20 PM,finance_527162.pdf,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2791593,CHELLI DEVANANDHAM,31-Jan-2025 03:55 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2790317,DEBENDRA BISWAL,30-Jan-2025 08:59 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2790793,JALUMURU SANKAR RAO,31-Jan-2025 10:30 AM,Accepted-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2790350,KALISETTI AMARAVATHI,30-Jan-2025 07:55 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2786788,KOMMURU ANUSHA,29-Jan-2025 03:26 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2782528,LAXMIKANTA PRADHAN,28-Jan-2025 12:09 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2786003,MANDALA SANKAR RAO,29-Jan-2025 04:02 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2791175,NARASINGHO APPATTO,31-Jan-2025 01:36 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2791440,NILANDI SWAIN,31-Jan-2025 03:19 PM,Rejected-AOC,Work awarded to J.Sankar Rao,07-Aug-2025 03:37 PM,,,,,,,,,,,,,,,,AOC
