S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,2802265,EDITION INTERNATIONAL,07-Feb-2025 01:01 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,Commissioner,External,"Audit Officer, Executive Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 11:20 AM,techsummary_527295.pdf (1246.88 KB),Finance,EMD refund,Birendra Nanda,25-Apr-2025 11:04 AM,finance_527295.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Joint Commissioner",Birendra Nanda,08-Aug-2025 11:25 AM,finsummary_527295.pdf (1246.88 KB),Rourkela Municipal Corporation,2025_RMC_109828_4,MC/RMC/05/2025,"Supply, Installation and Commissioning of Semi Highmast Fitting near Panposh Postmortem Centre, near Neelashaila College and at Gopabandhu Nagar Park at Phase II, Chhend near S3L2 29 Rourkela.",1.0,2796527.0,R.S. ENTERPRISE,INR,"607,431.89",08-Aug-2025,"INR 607,431.89",30.0,Birendra Nanda,08-Aug-2025 11:27 AM,BID5.pdf (1247.00 KB),Awarded to R.S. Enterprises,AOC,"4,000",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper cost and other Documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/05/2025,2025_RMC_109828_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,150",Yes,fixed,,Nil,Nil,27-Jan-2025 06:00 PM,10-Feb-2025 11:00 AM,27-Jan-2025 06:00 PM,07-Feb-2025 05:00 PM,NA ,NA ,27-Jan-2025 06:00 PM,07-Feb-2025 05:00 PM,"Supply, Installation and Commissioning of Semi Highmast Fitting near Panposh Postmortem Centre, near Neelashaila College and at Gopabandhu Nagar Park at Phase II, Chhend near S3L2 29 Rourkela.",Electrical,Please refer Tender documents. ,NA ,"7,15,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC
2,2797172,ELECTRO POWER ENGG WORKS,05-Feb-2025 11:44 AM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,2801200,Hindusthan Electric Company,06-Feb-2025 06:18 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2799413,JBS ENTERPRISES,05-Feb-2025 05:13 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2801365,JUPITER ENGINEERS,06-Feb-2025 08:43 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2802188,MANOJ KUMAR BHUYAN,07-Feb-2025 12:31 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2801582,M/S AJAY KUMAR DAS,06-Feb-2025 10:06 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2796540,M/S GANGA ELECTRIC,06-Feb-2025 09:47 AM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2802784,M/S JANAKI ENGINEERING,07-Feb-2025 04:42 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2801941,M/S SAHOO ENTERPRISES,07-Feb-2025 09:15 AM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,2802419,M/S SRIKALI ENTERPRISES,07-Feb-2025 02:30 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,2798711,M/s.TULSHI ENTERPRISES,06-Feb-2025 12:55 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,2802368,NARAYANI CONSTRUCTION,07-Feb-2025 01:30 PM,Rejected-Technical,By The Tender Committee,08-Aug-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
