Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
01-Aug-2025,"INR 15,001,820",270.0,RAJEEB KUMAR SAHU,26-Aug-2025 05:21 PM,Murtuma.pdf (825.00 KB),1.0,2750646.0,NITYANANDA BISWAS,INR,"15,001,820",ST and SC Development Deptt||ITDA Nabarangpur,2025_STSCD_108953_18,ITDANBG-02/24-25,"Construction of New 50 Seated PSH building at PSH, Murtuma under Umerkote Block",1,2745725,Akbar Ali,17-Jan-2025 02:51 PM,Rejected-AOC,L2,26-Aug-2025 05:21 PM,Finance,Financial Bids opened successfully,JAYKURBAN PETER TIRKEY,03-Apr-2025 12:18 PM,,BOQ Comparative Chart,"Collector, Nabarangpur",Internal,"P.A, ITDA, Nabarangpur, Superintendent Engineer, R and B, Nabarangpur Division, Treasury Officer, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,31-Mar-2025 12:36 PM,02-Apr-2025 11:30 AM,techsummary_523287.pdf (422.64 KB),Technical,Technical Bids opened successfully,RAJEEB KUMAR SAHU,22-Jan-2025 11:21 PM,,"ADM, Nabarangpur",Internal,"P.A, ITDA, Nabarangpur, Dist. Treasury Officer, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur. Assistant Engineer, ITDA, Nabarangpur",RAJEEB KUMAR SAHU,11-Jun-2025 11:59 AM,finsummary_523287.pdf (353.34 KB),AOC,03-Jan-2025 09:00 AM,22-Jan-2025 05:00 PM,03-Jan-2025 09:00 AM,17-Jan-2025 05:00 PM,NA ,NA ,03-Jan-2025 09:00 AM,17-Jan-2025 05:00 PM,02-Apr-2025 11:30 AM,ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-02/24-25,2025_STSCD_108953_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, GST, Undertakings",1.0,ICICI BANK,"1,66,700",Yes,fixed,,Nil,Nil,"Construction of New 50 Seated PSH building at PSH, Murtuma under Umerkote Block","Construction of New 50 Seated PSH building at PSH, Murtuma under Umerkote Block",B and A Class ,NA ,"1,66,66,838",Civil Works - Buildings,Hostel Building ,Tender,90.0,270.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,Project Administrator,"Integrated Tribal Development Agency, Nabarangpur","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2757249,DHARANIDHAR SETHY,17-Jan-2025 06:44 AM,Rejected-Finance,Disqualified in transparent Lottery System,11-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2743389,gouri sankar parida,11-Jan-2025 11:45 AM,Rejected-Technical,"Disqualified, as original affidavit not submitted",31-Mar-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2750646,NITYANANDA BISWAS,16-Jan-2025 11:59 PM,Accepted-AOC,L1,26-Aug-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2754589,SAUMYA RANJAN MISHRA,16-Jan-2025 02:01 PM,Rejected-Finance,Disqualified in transparent Lottery System,11-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
