EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"2,542",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC,EMD,RC,PAN,GSTIN,Affidavit as per DTCN",Superintending Engineer,"O/o SE RWD, Karanjia","2,000",0.0,Nil,Nil,No,05-Feb-2025 11:00 AM,13-Feb-2025 11:00 AM,05-Feb-2025 11:00 AM,12-Feb-2025 05:00 PM,05-Feb-2025 11:00 AM ,11-Feb-2025 01:00 PM ,05-Feb-2025 11:00 AM,12-Feb-2025 05:00 PM,S/R to R.W Section Office Building at Bangriposi for the Year 2024-25,S/R to R.W Section Office Building at Bangriposi for the Year 2024-25,Please refer Tender documents. ,NA ,"2,54,236",Civil Works - Buildings,NA ,Tender,90.0,30.0,KARANJIA,757037.0,NA ,NA ,NA ,"O/o SE RWD, Karanjia",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,RWDKNJ-13/2024-25,2025_CERWI_110131_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,22-Aug-2025 05:01 PM,techsummary_528534.pdf (78.36 KB),Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,22-Aug-2025 05:06 PM,finsummary_528534.pdf (849.66 KB),Finance,opened,G Angita Patbandha,21-Aug-2025 10:50 AM,finance_528534.pdf,BOQ Comparative Chart,1,2804932,ANUPAMA BEHERA,09-Feb-2025 08:47 AM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,2025_CERWI_110131_13,RWDKNJ-13/2024-25,S/R to R.W Section Office Building at Bangriposi for the Year 2024-25,1.0,2808535.0,DOLLY PATRA,INR,"216,126",22-Aug-2025,"INR 216,126",30.0,Sushil Kumar Nayak,22-Aug-2025 05:12 PM,A.pdf (468.00 KB),AOC
,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2802893,DHIRENDRA KUMAR PUTY,07-Feb-2025 05:24 PM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2808535,DOLLY PATRA,10-Feb-2025 08:05 PM,Accepted-AOC,Qualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2809135,GIRISH CHANDRA SETHI,11-Feb-2025 12:21 PM,Rejected-Technical,Disqualified,22-Aug-2025 05:01 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2807859,LALATENDU BIDYADHAR MURMU,10-Feb-2025 04:04 PM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2808818,MANOJ KUMAR DUTTA,11-Feb-2025 05:04 PM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2801966,MOTILAL DASH,08-Feb-2025 06:26 PM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2808871,PABITRA MOHAN MOHANTY,12-Feb-2025 02:25 PM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2803212,PRAMOD KUMAR GOCHHAYAT,08-Feb-2025 08:41 AM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2804658,PUSPALATA NAIK,09-Feb-2025 10:42 AM,Rejected-AOC,Disqualify,22-Aug-2025 05:12 PM,,,,,,,,,,,,,,,,AOC
