S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2909645.0,BIKASH KUMAR SAHU,INR,"2,062,911.52",Finance,8 nos of bidders are participated in this tender,Manas Kumar Dandapat,14-May-2025 11:41 AM,,BOQ Comparative Chart,BDO Patna,Internal,"AEE Patna,BFO Patna,SO Patna,SRA Patna",Manas Kumar Dandapat,02-Aug-2025 04:07 PM,finsummary_538068.pdf (383.82 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||PATNA Block,2025_PRBPN_112962_5,Online Bid ID No.01-Patna (KJR/2025-2026),Construction of GPLF Building with Market Complex at Turumunga,BDO Patna,Internal,"AEE Patna,BFO Patna,SO Patna,SRA Patna",Manas Kumar Dandapat,02-Aug-2025 04:00 PM,techsummary_538068.pdf (383.82 KB),02-Aug-2025,"INR 2,062,911.52",180.0,Manas Kumar Dandapat,02-Aug-2025 04:14 PM,AOCturumunga.pdf (278.00 KB),1,2909645,BIKASH KUMAR SAHU,09-May-2025 06:02 PM,Accepted-AOC,Tender accepted in lottery,02-Aug-2025 04:14 PM,AOC,Construction of GPLF Building with Market Complex at Turumunga,Construction of GPLF Building with Market Complex at Turumunga,Please refer Tender documents. ,NA ,"24,26,669",Civil Works - Buildings,NA ,Tender,90.0,180.0,"panchayat Samiti Patna Block,office",758030.0,NA ,NA ,NA ,Confrence hall Block Office Patna,No ,No,Block Development Officer Patna,at Panchayat Samiti Patna Block dist- Keonjhar,02-May-2025 09:00 AM,14-May-2025 09:00 AM,02-May-2025 09:00 AM,13-May-2025 05:00 PM,NA ,NA ,02-May-2025 09:00 AM,13-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan,Adhar GST licence no relation Certificate afidavit other document as DTCN","24,266",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||PATNA Block,Online Bid ID No.01-Patna (KJR/2025-2026),2025_PRBPN_112962_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2915207,DHARMAJEET SAHU,13-May-2025 11:32 AM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2914530,HEMANTA KUMAR NAIK,12-May-2025 09:57 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2909704,NIHAR RANJAN MAHAKUD,08-May-2025 06:51 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2907187,PRIYARANJAN SINGH,06-May-2025 01:20 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2915805,RAKESH KUMAR SAHOO,13-May-2025 01:37 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2913716,SATYABRATA SAHU,12-May-2025 05:06 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2914101,SHAIKH JOBER PARWAYS,12-May-2025 07:00 PM,Rejected-Finance,Tender rejected in lottery,02-Aug-2025 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
