Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,EMD,CONTRACTOR RC,AFFIDEVIT,UNDERTAKING,DECLARING NO RELATIONSHIP ETC","6,000",0.0,Nil,Nil,No,"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Harabhangi Irr Divn Adava",SE-HID-ADV-01/2025-26,2025_CEBMB_113628_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o SE ,Harabhangi Irrigation Division,Adava",1.0,ICICI BANK,"26,400",Yes,fixed,,Nil,Nil,Protection of right bank of river Padma near D/s of village Goudagotha of HIP,"Earthwork,Stone work",Please refer Tender documents. ,NA ,"26,33,030",Civil Works - Others,NA ,Tender,90.0,90.0,Adava,761217.0,NA ,NA ,NA ,"O/o SE,Harabhangi Irrigation Division",No ,No,22-May-2025 10:00 AM,03-Jun-2025 11:00 AM,22-May-2025 10:00 AM,02-Jun-2025 05:30 PM,22-May-2025 10:00 AM ,28-May-2025 05:30 PM ,22-May-2025 10:00 AM,02-Jun-2025 05:30 PM,AOC,Superintending Engineer,Internal,,SUBRATA CHAUDHURY,24-Jul-2025 06:39 PM,techsummary_540377.pdf (789.68 KB),Superintending Engineer,Internal,,SUBRATA CHAUDHURY,25-Jul-2025 01:29 PM,finsummary_540377.pdf (789.68 KB),Finance,All bids opened,SUBRATA CHAUDHURY,24-Jul-2025 12:45 PM,,BOQ Comparative Chart,1,2947903,Anil Kumar Malik,02-Jun-2025 12:46 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,1.0,2939579.0,Debasish Mishra,INR,"2,238,339","CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Harabhangi Irr Divn Adava",2025_CEBMB_113628_23,SE-HID-ADV-01/2025-26,Protection of right bank of river Padma near D/s of village Goudagotha of HIP,25-Jul-2025,"INR 2,238,339",90.0,SUBRATA CHAUDHURY,01-Aug-2025 07:23 AM,23.pdf (694.00 KB),AOC
,,.pdf,ANY OTHER DOCUMENTS AS PER SBD AND DTCN,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2947156,ANISHA KAR,01-Jun-2025 07:40 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2945700,Ashok Kumar Nayak,31-May-2025 08:24 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2947086,BALIA KUMAR PRADHAN,02-Jun-2025 12:21 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2943440,BOTU SASMITA SUBUDHI,30-May-2025 03:17 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2942609,DEBARAJ BHUYAN,30-May-2025 02:18 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2939579,Debasish Mishra,29-May-2025 10:06 AM,Accepted-AOC,L1 successful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2946502,JYOTI RANJAN PATRA,01-Jun-2025 01:02 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2930863,KIRAN KUMAR SAHU,24-May-2025 01:45 PM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2947716,MADAN GOUDA,02-Jun-2025 08:54 AM,Rejected-AOC,Unsuccessful bidder through transparent lottery,01-Aug-2025 07:23 AM,,,,,,,,,,,,,,,,AOC
