Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of 3 Nos. Hume pipe culverts in Mendhakhai Link Drain near village Nischinta in Salipur Block.,Construction of 3 Nos. Hume pipe culverts in Mendhakhai Link Drain near village Nischinta in Salipur Block.,Please refer tender documents ,NA ,"6,93,680",Civil Works - Others,NA ,Tender,90.0,90.0,Salipur Block,754202.0,NA ,NA ,NA ,"Executive Engineer, Drainage Division, Cuttack",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,"O/o the Executive Engineer, Drainage Division, Cuttack",01-Aug-2024 11:00 AM,13-Aug-2024 11:30 AM,01-Aug-2024 11:00 AM,12-Aug-2024 06:00 PM,01-Aug-2024 11:00 AM ,07-Aug-2024 06:00 PM ,01-Aug-2024 11:00 AM,12-Aug-2024 06:00 PM,"CE,Drainage,Cuttack||SE,Drainage,Cuttack||EE, Drainage Divn, Cuttack",EE-DD-CTC-02/ 2024-25 / EE-DD-CTC-09/2024-25,2024_CEDC_104014_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, RC, PAN, Valid GST, Affidavit and Other documents as per DTCN.","6,950",Yes,fixed,,Nil,Nil,AOC,22-Aug-2024,"INR 693,680",90.0,Sourav Kumar Sahoo,13-Aug-2025 01:46 PM,aocof3noshumepipe.pdf (19295.00 KB),Award of Contract,Sourav Kumar Sahoo,Internal,"Executive Engineer, Asst. Executive Engineer, DAO and Asst. Engineer",Sourav Kumar Sahoo,22-Aug-2024 04:43 PM,finsummary_504073.pdf (714.66 KB),Finance,Bid opening summary,Sourav Kumar Sahoo,13-Aug-2024 04:26 PM,finance_504073.pdf,BOQ Comparative Chart,1,2525997,BIJAYA KAR,10-Aug-2024 12:41 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,"CE,Drainage,Cuttack||SE,Drainage,Cuttack||EE, Drainage Divn, Cuttack",2024_CEDC_104014_1,EE-DD-CTC-02/ 2024-25 / EE-DD-CTC-09/2024-25,Construction of 3 Nos. Hume pipe culverts in Mendhakhai Link Drain near village Nischinta in Salipur Block.,1.0,2527002.0,SUNAKAR SETHY,INR,"589,697",Sourav Kumar Sahoo,Internal,"Executive Engineer, Asst. Executive Engineer, DAO and Asst. Engineer",Sourav Kumar Sahoo,16-Aug-2024 04:12 PM,techsummary_504073.pdf (287.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2526033,BIKASH CHANDRA PATRA,12-Aug-2024 04:07 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2524931,BINOD BIHARI SAHOO,07-Aug-2024 10:16 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2525228,Biswabhusan mohanty,08-Aug-2024 01:21 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2525769,JITARANI KHATUA,09-Aug-2024 03:13 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2526937,LIPU KUMAR MALL,12-Aug-2024 12:04 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2525623,MANOJ DASH,12-Aug-2024 03:17 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2524736,PABITRA KUMAR ROUT,07-Aug-2024 06:29 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2527570,RADHAMADHAB DEY,12-Aug-2024 05:22 PM,Rejected-Technical,Unsuccessful Bidder,16-Aug-2024 04:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2523208,RAJESH KUMAR SAHOO,03-Aug-2024 02:23 PM,Rejected-Finance,Unsuccessful bidder through transparent lottery.,22-Aug-2024 04:43 PM,,,,,,,,,,,,,,,,AOC
