Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,Fee/PreQual/Technical,.pdf,scanned copy of all documents,"EXECUTIVE ENGINEER CENTRAL TENDERCELL,BMC","CENTRAL TENDERCELL,BMC,ICOMC TOWER,BMC","10,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-25/2024-25 Dt. 04.10.2024,2024_ORULB_105488_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,"Regular repair and maintenance of roads in Ward 29, 30, 31, 34 and 55 of Bhubaneswar Municipal Corporation (BMC) Area.","Regular repair and maintenance of roads in Ward 29, 30, 31, 34 and 55 of Bhubaneswar Municipal Corporation (BMC) Area.",Please refer Tender documents. ,NA ,"63,59,080",Civil Works - Roads,NA ,Tender,120.0,180.0,BMC AREA,751022.0,"CITY ENGINEER CHAMBER,BMC ","CITY ENGINEER CHAMBER,BMC,ICOMC TOWER ",14-Oct-2024 11:30 AM ,"CENTRAL TENDERCELL,BMC",No ,No,07-Oct-2024 04:00 PM,18-Oct-2024 11:30 AM,07-Oct-2024 04:00 PM,17-Oct-2024 04:00 PM,07-Oct-2024 04:00 PM ,13-Oct-2024 04:00 PM ,07-Oct-2024 04:00 PM,17-Oct-2024 04:00 PM,28-Oct-2024 03:00 PM,"63,600",Yes,fixed,,Nil,Nil,AOC,Technical,2 bids opened successfully,Lipsa Parida,18-Oct-2024 11:37 AM,technical_508816.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_105488_3,BMC-EE-Tender Cell-25/2024-25 Dt. 04.10.2024,"Regular repair and maintenance of roads in Ward 29, 30, 31, 34 and 55 of Bhubaneswar Municipal Corporation (BMC) Area.",City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-Aug-2025 04:00 PM,finsummary_508816.pdf (212.42 KB),1.0,2581640.0,PRADIPTA KUMAR SETHI,INR,"6,378,907",1,2581640,PRADIPTA KUMAR SETHI,17-Oct-2024 01:38 PM,Accepted-AOC,L1 bidder,26-Aug-2025 04:05 PM,26-Aug-2025,"INR 6,378,907",180.0,Lipsa Parida,26-Aug-2025 04:05 PM,Workorder_25_3.pdf (631.00 KB),City engineer,Internal,"EEDRAINAGE,EETENDERCELL,EEDIVISIONIII,DCLEGALBMC,CFO,CITYENGINEER",Lipsa Parida,28-Oct-2024 01:01 PM,28-Oct-2024 03:00 PM,techsummary_508816.pdf (2997.07 KB),Finance,2 bids opened successfully,Taras Marandi,28-Oct-2024 03:04 PM,finance_508816.pdf,BOQ Comparative Chart,AOC
2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2581810,SAPAN KUMAR CHAND,17-Oct-2024 02:15 PM,Rejected-Finance,Rejected,26-Aug-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC
