Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
28-Apr-2025 05:00 PM,12-May-2025 11:00 AM,28-Apr-2025 05:00 PM,10-May-2025 05:30 PM,28-Apr-2025 05:00 PM ,06-May-2025 05:30 PM ,28-Apr-2025 05:00 PM,10-May-2025 05:30 PM,SUPERINTENDING ENGINEER,"O/o Superintending Engineer,M.I.Division,Gajapati","31,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD (Online) RC, PAN, active GSTN, affidavit other documents and forms as per DTCN","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-01/2025-26,2025_CEMIB_112864_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to head work of Bhimpur Tank MIP in Gosani Block of Gajapati District under Imp. To Tank and MIPs Scheme 2024-25,Improvement to head work of Bhimpur Tank MIP in Gosani Block of Gajapati District under Imp. To Tank and MIPs Scheme 2024-25,Please refer Tender documents ,NA ,"30,83,835",Civil Works - Others,NA ,Tender,90.0,60.0,Gosani,761200.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Due Date Extended for tenders closing on 06-05-2025.,Admin Corrigendum Date Extend,,AOC,1,2905147,BEJIPURAM KHAGESWAR RAO,04-May-2025 03:42 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,08-Aug-2025,"INR 3,083,835.34",60.0,Simachala Satapathy,08-Aug-2026 05:26 PM,AOC7.pdf (1018.00 KB),simachala satapathy,Internal,,Simachala Satapathy,07-Aug-2025 03:51 PM,techsummary_537820.pdf (21.33 KB),simachala satapathy,Internal,,Simachala Satapathy,07-Aug-2025 04:26 PM,finsummary_537820.pdf (43.72 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_112864_7,MIDGJP-01/2025-26,Improvement to head work of Bhimpur Tank MIP in Gosani Block of Gajapati District under Imp. To Tank and MIPs Scheme 2024-25,1.0,2902990.0,SUKANTA BISWAL,INR,"2,621,568.42",Finance,27 nos are bidder participated in this tender,Simachala Satapathy,07-Aug-2025 08:48 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2902652,Bijaya Kumar Pradhan,01-May-2025 08:19 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2905995,Bongu Tirupati Rao,05-May-2025 01:43 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2907231,CHUMUKI PANIGRAHY,06-May-2025 05:07 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2906797,D.HARISH KUMAR,06-May-2025 10:57 AM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2906749,EPPILI MANMADHA RAO,05-May-2025 08:02 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2905459,GANESH SWAIN,05-May-2025 10:56 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2905419,HUTTASAN APPATO,05-May-2025 10:12 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2906880,Jalumuru Bhargav,05-May-2025 10:14 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2904261,LAKSHMI SAHU,03-May-2025 01:33 PM,Rejected-AOC,Un successfully,08-Aug-2025 05:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
