S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"1,65,180",Yes,percentage,1.0%,Nil,Nil,"Construction of 04 Nos E-Type Qtrs. R.W Division, Udala in the District of Mayurbhanj for the year 2024-25.","Construction of 04 Nos E-Type Qtrs. R.W Division, Udala in the District of Mayurbhanj for the year 2024-25.",Please refer Tender documents. ,NA ,"1,65,18,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,CCE RWC Baripada,CCE RWC Baripada,17-Apr-2025 05:00 PM,30-Apr-2025 11:00 AM,17-Apr-2025 05:00 PM,29-Apr-2025 05:00 PM,17-Apr-2025 05:00 PM ,28-Apr-2025 05:00 PM ,17-Apr-2025 05:00 PM,29-Apr-2025 05:00 PM,11-Jun-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA,Building Online N.C.B. No-372,2025_CERWI_112574_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,2900737,ABINASH PANDA,29-Apr-2025 04:56 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,11-Aug-2025,"INR 14,042,564",365.0,Akshaya Kumar Naik,18-Aug-2025 11:38 AM,udala.pdf (152.00 KB),Finance,57 Nos of bidders admitted,Akshaya Kumar Naik,23-Jun-2025 11:10 AM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,06-Jun-2025 01:47 PM,11-Jun-2025 11:00 AM,techsummary_536909.pdf (603.17 KB),"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,23-Jun-2025 11:28 AM,finsummary_536909.pdf (1219.24 KB),Technical,57 Nos of bidders participated,Akshaya Kumar Naik,06-Jun-2025 01:42 PM,,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_112574_1,Building Online N.C.B. No-372,"Construction of 04 Nos E-Type Qtrs. R.W Division, Udala in the District of Mayurbhanj for the year 2024-25.",1.0,2894511.0,SUVENDU KUMAR MOHANTY,INR,"14,042,564",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EI and PH agreement with valid Licence etc as per DTCN,,,,,,,,,,,,,,,,,,,,AOC,2,2895243,AJAY KUMAR SETHI,25-Apr-2025 09:05 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit etc as per DTCN,,,,,,,,,,,,,,,,,,,,AOC,3,2898036,AJIT KUMAR BEHERA,28-Apr-2025 01:53 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,AOC,4,2888494,AJIT KUMAR MALLICK,26-Apr-2025 10:02 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2897063,ASHOK KUMAR DAS,28-Apr-2025 09:08 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2899566,bachaspati ghosh,29-Apr-2025 12:03 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2897645,BINOD KUMAR SAHU,28-Apr-2025 12:16 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2900024,BISWARANJAN MALLICK,29-Apr-2025 01:08 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2897661,BISWA RANJAN PANDA,28-Apr-2025 11:54 AM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2891523,BRUNDABAN LENKA,28-Apr-2025 01:01 PM,Rejected-AOC,L1,18-Aug-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
