Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,OK,Gyanendra Padhi,02-Jun-2025 11:48 AM,,BOQ Comparative Chart,1.0,2945901.0,JP CONSTRUCTION,INR,"1,778,222",Municipal Bodies||Ranpur NAC,2025_ORULB_113679_2,RNP NAC -02 /2025-26,Construction of Paver road from College Road towards Prafulla Pradhan House in ward no-14,CHAIRPERSON,Internal,,Alok Satapathy,16-Aug-2025 12:22 PM,finsummary_540534.pdf (263.56 KB),CHAIRPERSON,Internal,,Alok Satapathy,16-Aug-2025 11:48 AM,techsummary_540534.pdf (263.56 KB),16-Aug-2025,"INR 2,098,302",120.0,Gyanendra Padhi,16-Aug-2025 12:56 PM,Aoccollegeroad.pdf (371.00 KB),1,2946019,DIPTI RANJAN MOHAPATRA,01-Jun-2025 08:17 AM,Rejected-AOC,failed in lottery,16-Aug-2025 12:56 PM,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,EXECUTIVE OFFICER RANPUR,RANPURNAC,"20,918",Yes,percentage,1.0%,Nil,Nil,Construction of Paver road from College Road towards Prafulla Pradhan House in ward no-14,Construction of Paver road from College Road towards Prafulla Pradhan House in ward no-14,Please refer Tender documents. ,NA ,"20,91,780",Civil Works - Others,NA ,Tender,120.0,NA ,NAC RANPUR,752026.0,NA ,NA ,NA ,OFFICE OF THE EXECUTIVE OFFICER RANPUR,No ,No,21-May-2025 11:30 AM,02-Jun-2025 10:00 AM,21-May-2025 11:30 AM,01-Jun-2025 05:00 PM,NA ,NA ,21-May-2025 11:30 AM,01-Jun-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Ranpur NAC,RNP NAC -02 /2025-26,2025_ORULB_113679_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2945901,JP CONSTRUCTION,01-Jun-2025 09:01 AM,Accepted-AOC,L1 in Lottery,16-Aug-2025 12:56 PM,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2946603,SAMEER PATTANAIK,01-Jun-2025 02:14 PM,Rejected-AOC,failed in lottery,16-Aug-2025 12:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2946650,SARASI BALA PATTANAIK,01-Jun-2025 02:22 PM,Rejected-AOC,failed in lottery,16-Aug-2025 12:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2943635,SHISHIR KUMAR BISWAL,30-May-2025 04:43 PM,Rejected-AOC,failed in lottery,16-Aug-2025 12:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
