S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2946023.0,DIPTI RANJAN MOHAPATRA,INR,"2,788,244",Finance,OK,Gyanendra Padhi,02-Jun-2025 12:16 PM,,BOQ Comparative Chart,CHAIRPERSON,Internal,,Alok Satapathy,16-Aug-2025 12:15 PM,finsummary_540557.pdf (302.05 KB),Municipal Bodies||Ranpur NAC,2025_ORULB_113679_5,RNP NAC -02 /2025-26,Construction of Paver road from Mission Shakti Gruha towards Nua Pokhari in ward no-14,CHAIRPERSON,Internal,,Alok Satapathy,16-Aug-2025 11:54 AM,techsummary_540557.pdf (302.05 KB),16-Aug-2025,"INR 2,788,244",120.0,Gyanendra Padhi,16-Aug-2025 01:23 PM,AOCMISSIONSHAKTI.pdf (502.00 KB),1,2946023,DIPTI RANJAN MOHAPATRA,01-Jun-2025 08:22 AM,Accepted-AOC,L1 in Lottery,16-Aug-2025 01:23 PM,AOC,1.0,ICICI BANK,"27,796",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER RANPUR,RANPUR NAC,"6,000",0.0,Nil,Nil,No,21-May-2025 12:45 PM,02-Jun-2025 10:00 AM,21-May-2025 12:45 PM,01-Jun-2025 05:00 PM,NA ,NA ,21-May-2025 12:45 PM,01-Jun-2025 05:00 PM,Construction of Paver road from Mission Shakti Gruha towards Nua Pokhari in ward no-14,Construction of Paver road from Mission Shakti Gruha towards Nua Pokhari in ward no-14,Please refer Tender documents. ,NA ,"27,79,576",Civil Works - Others,NA ,Tender,120.0,NA ,NAC RANPUR,752026.0,NA ,NA ,NA ,OFFICE OF THE EXECUTIVE OFFICER RANPUR,No ,No,Municipal Bodies||Ranpur NAC,RNP NAC -02 /2025-26,2025_ORULB_113679_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2945886,JP CONSTRUCTION,01-Jun-2025 08:34 AM,Rejected-AOC,Failed in lottery,16-Aug-2025 01:23 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2946620,SAMEER PATTANAIK,01-Jun-2025 02:24 PM,Rejected-AOC,Failed in lottery,16-Aug-2025 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2946659,SARASI BALA PATTANAIK,01-Jun-2025 02:26 PM,Rejected-AOC,Failed in lottery,16-Aug-2025 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2943729,SHISHIR KUMAR BISWAL,30-May-2025 05:09 PM,Rejected-AOC,Failed in lottery,16-Aug-2025 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
