EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"12,718",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Jatni Municipal Council,EO/JMC/081/2024-25,2025_ORULB_110158_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of Drain from Beraboj mill towards Kukusharma House in Ward No.12,Construction of Drain from Beraboj mill towards Kukusharma House in Ward No.12,Please refer Tender documents. ,NA ,"12,71,816",Civil Works - Others,NA ,Tender,30.0,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,07-Feb-2025 11:00 AM,19-Feb-2025 11:00 AM,07-Feb-2025 11:00 AM,17-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 11:00 AM,17-Feb-2025 05:00 PM,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EPF ,Affidavits and all Other document as per DTCN",AOC,chairperson,Internal,,Anuradha Pradhan,13-Aug-2025 11:13 AM,techsummary_528999.pdf (1515.79 KB),chairperson,Internal,,Anuradha Pradhan,13-Aug-2025 11:24 AM,finsummary_528999.pdf (1515.79 KB),Finance,ten bidders are participated,Anuradha Pradhan,02-Jul-2025 12:37 PM,,BOQ Comparative Chart,Municipal Bodies||Jatni Municipal Council,2025_ORULB_110158_15,EO/JMC/081/2024-25,Construction of Drain from Beraboj mill towards Kukusharma House in Ward No.12,1.0,2820993.0,Surendra Behera,INR,"1,188,686",1,2820393,BIJAY KUMAR SETHI,16-Feb-2025 03:56 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,13-Aug-2025,"INR 1,188,686",30.0,Anuradha Pradhan,13-Aug-2025 11:29 AM,1531.pdf (1516.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,emd,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2822699,CHINMAYEE JENA,17-Feb-2025 03:39 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2818686,GOURANGA BALIARSINGH,15-Feb-2025 07:56 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2822889,JITENDRA KUMAR MARTHA,17-Feb-2025 04:50 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2820783,PRAMOD KUMAR BALIARSINGH,16-Feb-2025 04:56 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2822701,PRASANNA KUMAR NAYAK,17-Feb-2025 03:35 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2822084,RAJASHREE CHHOTARAY,17-Feb-2025 01:06 PM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2821385,SANJAYA KUMAR BEHERA,17-Feb-2025 10:10 AM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2821487,SRIKANTA PATRA,17-Feb-2025 09:27 AM,Rejected-Finance,SCHEDULED,13-Aug-2025 11:24 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2820993,Surendra Behera,16-Feb-2025 08:33 PM,Accepted-AOC,work order issued,13-Aug-2025 11:29 AM,,,,,,,AOC
